regulator_name,regulator_id,database1,ID1,location1,element_type1,cell_type1,level1,regulated_name,regulated_id,database2,ID2,location2,element_type2,cell_type2,level2,interaction,score,kindscore,matchlevel,epistemicvalue,file_numbers,number,Regulator Variable Name,Regulated Variable Name,PaperID,,
Th1,uniprot_Q8IXH7,uniprot,Q8IXH7,,protein,,,IFN,be_Interferon,be,Interferon,,family,,,increases,,,,,,,,,PMC7072729,positive-activation,
IPP,uniprot_P49441,uniprot,P49441,,protein,,,proliferation,go_GO:0008283,go,GO:0008283,,bioprocess,,,increases,,,,,,,,,PMC7072729,positive-activation,
IL17,uniprot_Q16552,uniprot,Q16552,,protein,,,ROR,be_ROR,be,ROR,,family,,,increases,,,,,,,,,PMC7072729,positive-activation,
Th17,uaz_UAZ02091,uaz,UAZ02091,,protein,,,IL28A,uniprot_Q8IZJ0,uniprot,Q8IZJ0,,protein,,,decreases,,,,,,,,,PMC7072729,"IL-28A decreased IL-1β, IL23, and Th17",negative-activation
IL23,pfam_PF16649,pfam,PF16649,,family,,,IL28A,uniprot_Q8IZJ0,uniprot,Q8IZJ0,,protein,,,decreases,,,,,,,,,PMC7072729,"IL-28A decreased IL-1β, IL23",negative-activation
IL17,uniprot_Q16552,uniprot,Q16552,,protein,,,ES62,uaz_UAZ07504,uaz,UAZ07504,,protein,,,decreases,,,,,,,,,PMC7072729,ES-62 down-regulated IL-17,negative-activation
IL17,uniprot_Q16552,uniprot,Q16552,,protein,,,ES62,uaz_UAZ07504,uaz,UAZ07504,,protein,,,decreases,,,,,,,,,PMC7072729,ES-62 down-regulated IL-17 responses in mice with CIA by targeting a complex IL-17,negative-activation
ES62,uaz_UAZ07504,uaz,UAZ07504,,protein,,,CD44,uniprot_P16070,uniprot,P16070,,protein,,,decreases,,,,,,,,,PMC7072729,ES-62 modulated the migration of γδ T cells by direct suppression of CD44,negative-activation
IL23,uaz_UAZ07174,uaz,UAZ07174,,protein,,,IL27,uniprot_Q8NEV9,uniprot,Q8NEV9,,protein,,,increases,,,,,,,,,PMC7072729,positive-activation,
IL17,uniprot_Q16552,uniprot,Q16552,,protein,,,IL1,pfam_PF00340,pfam,PF00340,,family,,,increases,,,,,,,,,PMC7072729,positive-activation,
IL1,pfam_PF00340,pfam,PF00340,,family,,,IL1Ra,uniprot_P14778,uniprot,P14778,,protein,,,increases,,,,,,,,,PMC7072729,positive-activation,
IL17,uniprot_Q16552,uniprot,Q16552,,protein,,,IL1_receptor,uaz_UAZ06099,uaz,UAZ06099,,protein,,,increases,,,,,,,,,PMC7072729,positive-activation,
IL17,uniprot_Q16552,uniprot,Q16552,,protein,,,IL23R,uniprot_Q5VWK5,uniprot,Q5VWK5,,protein,,,increases,,,,,,,,,PMC7072729,positive-activation,
IL1R,uniprot_P14778,uniprot,P14778,,protein,,,IL17,uniprot_Q16552,uniprot,Q16552,,protein,,,increases,,,,,,,,,PMC7072729,positive-activation,
SF,uniprot_P14210,uniprot,P14210,,protein,,,IPP,uniprot_P49441,uniprot,P49441,,protein,,,increases,,,,,,,,,PMC7072729,positive-activation,
CD69,uniprot_Q07108,uniprot,Q07108,,protein,,,SF,uniprot_P14210,uniprot,P14210,,protein,,,increases,,,,,,,,,PMC7072729,positive-activation,
CD4,uniprot_P01730,uniprot,P01730,,protein,,,Foxp3,uniprot_B7ZLG1,uniprot,B7ZLG1,,protein,,,decreases,,,,,,,,,PMC7072729,Foxp3 +  γδ T subsets suppressed CD4,negative-activation
IL2,uniprot_P60568,uniprot,P60568,,protein,,,IL10,uniprot_P22301,uniprot,P22301,,protein,,,increases,,,,,,,,,PMC7072729,positive-activation,
IL2,uniprot_P60568,uniprot,P60568,,protein,,,IL4,uniprot_P05112,uniprot,P05112,,protein,,,increases,,,,,,,,,PMC7072729,positive-activation,
IL4,uniprot_P05112,uniprot,P05112,,protein,,,IL10,uniprot_P22301,uniprot,P22301,,protein,,,increases,,,,,,,,,PMC7072729,positive-activation,
proliferation,go_GO:0008283,go,GO:0008283,,bioprocess,,,B220,uaz_UAZ04139,uaz,UAZ04139,,protein,,,increases,,,,,,,,,PMC7072729,positive-activation,
B220,uaz_UAZ04139,uaz,UAZ04139,,protein,,,CD4,uniprot_P01730,uniprot,P01730,,protein,,,increases,,,,,,,,,PMC7072729,positive-activation,
CD4,uniprot_P01730,uniprot,P01730,,protein,,,B220,uaz_UAZ04139,uaz,UAZ04139,,protein,,,increases,,,,,,,,,PMC7072729,positive-activation,
proliferation,go_GO:0008283,go,GO:0008283,,bioprocess,,,CD4,uniprot_P01730,uniprot,P01730,,protein,,,increases,,,,,,,,,PMC7072729,positive-activation,
apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,P140,uniprot_Q9C0H9,uniprot,Q9C0H9,,protein,,,increases,,,,,,,,,PMC7072729,positive-activation,
apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,P140,uniprot_Q9C0H9,uniprot,Q9C0H9,,protein,,,increases,,,,,,,,,PMC7072729,positive-activation,
NZB,uaz_UAZ07505,uaz,UAZ07505,,protein,,,CD1d,uniprot_P15813,uniprot,P15813,,protein,,,decreases,,,,,,,,,PMC7072729,CD1d-dependent T cells were depleted in order to investigate the role of these cells in genetically lupus-prone NZB,negative-activation
NZW,uaz_UAZ07503,uaz,UAZ07503,,protein,,,CD1d,uniprot_P15813,uniprot,P15813,,protein,,,decreases,,,,,,,,,PMC7072729,CD1d-dependent T cells were depleted in order to investigate the role of these cells in genetically lupus-prone NZB/NZW,negative-activation
CXCR5,uniprot_P32302,uniprot,P32302,,protein,,,CFA,uniprot_O75347,uniprot,O75347,,protein,,,increases,,,,,,,,,PMC7072729,positive-activation,
CXCR5,uniprot_P32302,uniprot,P32302,,protein,,,alum,pubchem_104727,pubchem,104727,,simple-chemical,,,increases,,,,,,,,,PMC7072729,positive-activation,
CXCR5,uniprot_P32302,uniprot,P32302,,protein,,,TCR,uniprot_P04234,uniprot,P04234,,protein,,,increases,,,,,,,,,PMC7072729,positive-activation,
ovalbumin,uniprot_P01012,uniprot,P01012,,protein,,,TCR,uniprot_P04234,uniprot,P04234,,protein,,,decreases,,,,,,,,,PMC7072729,"TCRδ −/−  mice had impaired germinal center formation, inefficient Tfh cell differentiation, and reduced serum levels of chicken ovalbumin",negative-activation
CD25,uniprot_P01589,uniprot,P01589,,protein,,,CL,pubchem_313,pubchem,313,,simple-chemical,,,decreases,,,,,,,,,PMC7072729,CL) decreased CD25,negative-activation
IFN,be_Interferon,be,Interferon,,family,,,CL,pubchem_313,pubchem,313,,simple-chemical,,,decreases,,,,,,,,,PMC7072729,CL also decreased IFN,negative-activation
CD8,be_CD8,be,CD8,,family,,,CD28,uniprot_P10747,uniprot,P10747,,protein,,,increases,,,,,,,,,PMC6659676,positive-activation,
CD8,be_CD8,be,CD8,,family,,,TCR,uniprot_P04234,uniprot,P04234,,protein,,,increases,,,,,,,,,PMC6659676,positive-activation,
CD4,uniprot_P01730,uniprot,P01730,,protein,,,TCR,uniprot_P04234,uniprot,P04234,,protein,,,increases,,,,,,,,,PMC6659676,positive-activation,
CD4,uniprot_P01730,uniprot,P01730,,protein,,,CD28,uniprot_P10747,uniprot,P10747,,protein,,,increases,,,,,,,,,PMC6659676,positive-activation,
TRAF5,uniprot_O00463,uniprot,O00463,,protein,,,Bim,uniprot_O43521,uniprot,O43521,,protein,,,increases,,,,,,,,,PMC6659676,positive-activation,
cytokine_production,go_GO:0001816,go,GO:0001816,,bioprocess,,,CD8,be_CD8,be,CD8,,family,,,increases,,,,,,,,,PMC6659676,positive-activation,
cytokine_production,go_GO:0001816,go,GO:0001816,,bioprocess,,,CD8,be_CD8,be,CD8,,family,,,increases,,,,,,,,,PMC6659676,positive-activation,
CD8,be_CD8,be,CD8,,family,,,OX40,uniprot_P47741,uniprot,P47741,,protein,,,increases,,,,,,,,,PMC6659676,positive-activation,
CD8,be_CD8,be,CD8,,family,,,41BB,uaz_UAZ05125,uaz,UAZ05125,,protein,,,increases,,,,,,,,,PMC6659676,positive-activation,
U0126,pubchem_3006531,pubchem,3006531,,simple-chemical,,,ERK,be_ERK,be,ERK,,family,,,decreases,,,,,,,,,PMC6659676,U0126 (inhibitors of upstream regulators of ERK,negative-activation
CD8,be_CD8,be,CD8,,family,,,PI3K,be_PI3K,be,PI3K,,protein,,,decreases,,,,,,,,,PMC6659676,"CD8 T cells that had been adoptively transferred into C57BL/6 mice, immunized with antigen and dual-costimulated with OX40 and 4-1BB, and subsequently purified from spleen, with a number of inhibitors to signaling cascades including PD98059 and U0126 (inhibitors of upstream regulators of ERK), Wortmannin and LY294002 (inhibitors of PI-3K",negative-activation
LY294002,pubchem_3973,pubchem,3973,,simple-chemical,,,ERK,be_ERK,be,ERK,,family,,,decreases,,,,,,,,,PMC6659676,"inhibitors of upstream regulators of ERK), Wortmannin and LY294002",negative-activation
CD8,be_CD8,be,CD8,,family,,,Bay11,uaz_UAZ07733,uaz,UAZ07733,,protein,,,decreases,,,,,,,,,PMC6659676,Bay11 blocked the dual-costimulation-induced cell survival of the OT-I CD8,negative-activation
cell_survival,mesh_D002470,mesh,D002470,,bioprocess,,,Bay11,uaz_UAZ07733,uaz,UAZ07733,,protein,,,decreases,,,,,,,,,PMC6659676,Bay11 blocked the dual-costimulation-induced cell survival,negative-activation
TCR,uniprot_P04234,uniprot,P04234,,protein,,,CTLA4,uniprot_P16410,uniprot,P16410,,protein,,,decreases,,,,,,,,,PMC6659676,CTLA-4 has been shown to inhibit TCR,negative-activation
TRAF5,uniprot_O00463,uniprot,O00463,,protein,,,OX40,uniprot_P47741,uniprot,P47741,,protein,,,increases,,,,,,,,,PMC6659676,positive-activation,
TRAF3,uniprot_Q13114,uniprot,Q13114,,protein,,,OX40,uniprot_P47741,uniprot,P47741,,protein,,,increases,,,,,,,,,PMC6659676,positive-activation,
41BB,uaz_UAZ05125,uaz,UAZ05125,,protein,,,OX40,uniprot_P47741,uniprot,P47741,,protein,,,increases,,,,,,,,,PMC6659676,positive-activation,
TRAF2,uniprot_Q12933,uniprot,Q12933,,protein,,,TRAF3,uniprot_Q13114,uniprot,Q13114,,protein,,,decreases,,,,,,,,,PMC6659676,TRAF3 acts to negatively regulate TRAF2,negative-activation
TRAF2,uniprot_Q12933,uniprot,Q12933,,protein,,,OX40,uniprot_P47741,uniprot,P47741,,protein,,,increases,,,,,,,,,PMC6659676,positive-activation,
OX40,uniprot_P47741,uniprot,P47741,,protein,,,TRAF2,uniprot_Q12933,uniprot,Q12933,,protein,,,increases,,,,,,,,,PMC6659676,positive-activation,
OX40,uniprot_P47741,uniprot,P47741,,protein,,,TRAF5,uniprot_O00463,uniprot,O00463,,protein,,,increases,,,,,,,,,PMC6659676,positive-activation,
CD4,uniprot_P01730,uniprot,P01730,,protein,,,OX40,uniprot_P47741,uniprot,P47741,,protein,,,increases,,,,,,,,,PMC6659676,positive-activation,
ERK,be_ERK,be,ERK,,family,,,TRAF1,uniprot_Q13077,uniprot,Q13077,,protein,,,decreases,,,,,,,,,PMC6659676,"TRAF1 activity, which inhibits the pro-apoptotic BCL-2 family member Bim in an ERK",negative-activation
Bim,uniprot_O43521,uniprot,O43521,,protein,,,TRAF1,uniprot_Q13077,uniprot,Q13077,,protein,,,decreases,,,,,,,,,PMC6659676,"TRAF1 activity, which inhibits the pro-apoptotic BCL-2 family member Bim",negative-activation
Bim,uniprot_O43521,uniprot,O43521,,protein,,,FoxO,be_FOXO,be,FOXO,,family,,,increases,,,,,,,,,PMC6659676,positive-activation,
Bim,uniprot_O43521,uniprot,O43521,,protein,,,cJun_Nterminal_Kinase,be_JNK,be,JNK,,family,,,increases,,,,,,,,,PMC6659676,positive-activation,
apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,JNK,be_JNK,be,JNK,,family,,,decreases,,,,,,,,,PMC6659676,"apoptosis signaling pathways are activated by PKB 64 , and inhibited by JNK",negative-activation
apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,PKB,uniprot_P31749,uniprot,P31749,,protein,,,increases,,,,,,,,,PMC6659676,positive-activation,
Fas,uniprot_P25445,uniprot,P25445,,protein,,,apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,increases,,,,,,,,,PMC6739335,positive-activation,
cellular_microenvironment,mesh_D060833,mesh,D060833,,bioprocess,,,STPs,uniprot_F6M8H7,uniprot,F6M8H7,,protein,,,increases,,,,,,,,,PMC5955113,positive-activation,
GRN,uniprot_P28799,uniprot,P28799,,protein,,,AML,uniprot_Q6PF39,uniprot,Q6PF39,,protein,,,decreases,,,,,,,,,PMC5955113,AML causes the reduced response of GRN,negative-activation
cell_proliferation,go_GO:0008283,go,GO:0008283,,bioprocess,,,Bcatenin,uaz_UAZ00210,uaz,UAZ00210,,protein,,,increases,,,,,,,,,PMC5955113,positive-activation,
apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,FOXO3a,uniprot_O43524,uniprot,O43524,,protein,,,decreases,,,,,,,,,PMC5955113,FOXO3a causes the repressed apoptosis,negative-activation
MDS,uniprot_P43034,uniprot,P43034,,protein,,,p53,uniprot_P04637,uniprot,P04637,,protein,,,decreases,,,,,,,,,PMC5955113,p53 could cause the repressed apoptosis in AML and MDS,negative-activation
apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,p53,uniprot_P04637,uniprot,P04637,,protein,,,decreases,,,,,,,,,PMC5955113,p53 could cause the repressed apoptosis,negative-activation
DNA_repair,go_GO:0006281,go,GO:0006281,,bioprocess,,,p53,uniprot_P04637,uniprot,P04637,,protein,,,decreases,,,,,,,,,PMC5955113,"p53 in the downstream of the classical MAPK pathway repressed the apoptosis, cell cycle arrest and DNA repair",negative-activation
cell_cycle,go_GO:0007049,go,GO:0007049,,bioprocess,,,p53,uniprot_P04637,uniprot,P04637,,protein,,,decreases,,,,,,,,,PMC5955113,"p53 in the downstream of the classical MAPK pathway repressed the apoptosis, cell cycle",negative-activation
apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,p53,uniprot_P04637,uniprot,P04637,,protein,,,decreases,,,,,,,,,PMC5955113,p53 in the downstream of the classical MAPK pathway repressed the apoptosis,negative-activation
apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,ERK,be_ERK,be,ERK,,family,,,increases,,,,,,,,,PMC5955113,positive-activation,
MDM2,uniprot_Q00987,uniprot,Q00987,,protein,,,apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,increases,,,,,,,,,PMC5955113,positive-activation,
apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,ERK,be_ERK,be,ERK,,family,,,decreases,,,,,,,,,PMC5955113,"ERK, which leads to the inhibited apoptosis",negative-activation
cell_proliferation,go_GO:0008283,go,GO:0008283,,bioprocess,,,RAS,pfam_PF00071,pfam,PF00071,,family,,,increases,,,,,,,,,PMC5955113,positive-activation,
differentiation,go_GO:0030154,go,GO:0030154,,bioprocess,,,AML1,uniprot_Q01196,uniprot,Q01196,,protein,,,decreases,,,,,,,,,PMC5955113,AML1 can block myeloid differentiation,negative-activation
cell_proliferation,go_GO:0008283,go,GO:0008283,,bioprocess,,,Bcatenin,uaz_UAZ00210,uaz,UAZ00210,,protein,,,increases,,,,,,,,,PMC5955113,positive-activation,
MDS,uniprot_P43034,uniprot,P43034,,protein,,,PU.1,uaz_UAZ07054,uaz,UAZ07054,,protein,,,increases,,,,,,,,,PMC5955113,positive-activation,
MDS,uniprot_P43034,uniprot,P43034,,protein,,,HIF1,be_HIF1,be,HIF1,,protein,,,increases,,,,,,,,,PMC5955113,positive-activation,
AML,uniprot_Q6PF39,uniprot,Q6PF39,,protein,,,PU.1,uaz_UAZ07054,uaz,UAZ07054,,protein,,,increases,,,,,,,,,PMC5955113,positive-activation,
AML,uniprot_Q6PF39,uniprot,Q6PF39,,protein,,,HIF1,be_HIF1,be,HIF1,,protein,,,increases,,,,,,,,,PMC5955113,positive-activation,
AML,uniprot_Q6PF39,uniprot,Q6PF39,,protein,,,NFKB,uaz_UAZ07608,uaz,UAZ07608,,protein,,,increases,,,,,,,,,PMC5955113,positive-activation,
AML,uniprot_Q6PF39,uniprot,Q6PF39,,protein,,,FOXO3a,uniprot_O43524,uniprot,O43524,,protein,,,increases,,,,,,,,,PMC5955113,positive-activation,
MDS,uniprot_P43034,uniprot,P43034,,protein,,,FOXO3a,uniprot_O43524,uniprot,O43524,,protein,,,increases,,,,,,,,,PMC5955113,positive-activation,
MDS,uniprot_P43034,uniprot,P43034,,protein,,,NFKB,uaz_UAZ07608,uaz,UAZ07608,,protein,,,increases,,,,,,,,,PMC5955113,positive-activation,
differentiation,go_GO:0030154,go,GO:0030154,,bioprocess,,,Decitabine,pubchem_451668,pubchem,451668,,simple-chemical,,,increases,,,,,,,,,PMC5955113,positive-activation,
apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,Decitabine,pubchem_451668,pubchem,451668,,simple-chemical,,,increases,,,,,,,,,PMC5955113,positive-activation,
decitabine,pubchem_451668,pubchem,451668,,simple-chemical,,,differentiation,go_GO:0030154,go,GO:0030154,,bioprocess,,,increases,,,,,,,,,PMC5955113,positive-activation,
AML1,uniprot_Q01196,uniprot,Q01196,,protein,,,decitabine,pubchem_451668,pubchem,451668,,simple-chemical,,,decreases,,,,,,,,,PMC5955113,AML1 mediate decitabine,negative-activation
p53,uniprot_P04637,uniprot,P04637,,protein,,,result,pubchem_4594,pubchem,4594,,simple-chemical,,,increases,,,,,,,,,PMC5955113,positive-activation,
radicicol,pubchem_6323491,pubchem,6323491,,simple-chemical,,,cell_death,go_GO:0008219,go,GO:0008219,,bioprocess,,,increases,,,,,,,,,PMC5955113,positive-activation,
MDS,uniprot_P43034,uniprot,P43034,,protein,,,VEGF,uniprot_P15692,uniprot,P15692,,protein,,,increases,,,,,,,,,PMC5955113,positive-activation,
cFos,uaz_UAZ00615,uaz,UAZ00615,,protein,,,HSP90,pfam_PF00183,pfam,PF00183,,family,,,decreases,,,,,,,,,PMC5955113,"HSP90-inhibited expression of CSLs [ XREF_BIBR ], c-Fos",negative-activation
cell_proliferation,go_GO:0008283,go,GO:0008283,,bioprocess,,,PLZF,uniprot_Q05516,uniprot,Q05516,,protein,,,decreases,,,,,,,,,PMC5955113,PLZF [ XREF_BIBR ] has also been reported to reduce the cell proliferation,negative-activation
differentiation,go_GO:0030154,go,GO:0030154,,bioprocess,,,PLZF,uniprot_Q05516,uniprot,Q05516,,protein,,,decreases,,,,,,,,,PMC5955113,PLZF [ XREF_BIBR ] has also been reported to reduce the cell proliferation and differentiation,negative-activation
ATM,uniprot_Q13315,uniprot,Q13315,,protein,,,STAT5B,uniprot_P51692,uniprot,P51692,,protein,,,increases,,,,,,,,,PMC4633051,positive-activation,
oxygen,hmdb_HMDB01377,hmdb,HMDB01377,,simple-chemical,,,PI3K,be_PI3K,be,PI3K,,protein,,,decreases,,,,,,,,,PMC7369308,"PI3Kγ pathway causes defects in the neutrophil slow-rolling, the release of granule proteins, and the production of reactive oxygen",negative-activation
IFI,uaz_UAZ07945,uaz,UAZ07945,,protein,,,isavuconazole,pubchem_6918485,pubchem,6918485,,simple-chemical,,,decreases,,,,,,,,,PMC7369308,isavuconazole was used for prophylaxis patients with hematologic malignancies or hematopoietic cell transplant recipients to prevent IFI,negative-activation
death,pfam_PF00531,pfam,PF00531,,family,,,azole,pubchem_8027,pubchem,8027,,simple-chemical,,,increases,,,,,,,,,PMC7369308,positive-activation,
Th1,uniprot_Q8IXH7,uniprot,Q8IXH7,,protein,,,IFN,uaz_UAZ00085,uaz,UAZ00085,,protein,,,increases,,,,,,,,,PMC7369308,positive-activation,
immunity,go_GO:0006955,go,GO:0006955,,bioprocess,,,trichothecenes,pubchem_45266518,pubchem,45266518,,simple-chemical,,,decreases,,,,,,,,,PMC7369308,"trichothecenes, which causes tissue damage and suppress humoral and cellular immunity",negative-activation
HL,uniprot_P11150,uniprot,P11150,,protein,,,PRDM1,uniprot_O75626,uniprot,O75626,,protein,,,increases,,,,,,,,,PMC2713479,positive-activation,
HL,uniprot_P11150,uniprot,P11150,,protein,,,Blimp1,uniprot_O75626,uniprot,O75626,,protein,,,increases,,,,,,,,,PMC2713479,positive-activation,
HRS,uniprot_O14964,uniprot,O14964,,protein,,,AP1,be_AP1,be,AP1,,protein,,,increases,,,,,,,,,PMC2713479,positive-activation,
Src,be_SRC,be,SRC,,family,,,dasatinib,pubchem_11540687,pubchem,11540687,,simple-chemical,,,decreases,,,,,,,,,PMC2713479,Src tyrosine kinase inhibition by dasatinib,negative-activation
interleukin,uaz_UA-BP-GGP-00070,uaz,UA-BP-GGP-00070,,protein,,,TIMP1,uniprot_P01033,uniprot,P01033,,protein,,,increases,,,,,,,,,PMC2713479,positive-activation,
"signal_transducer,_and_activator_of_transcription3",uaz_UAZ07773,uaz,UAZ07773,,protein,,,TIMP1,uniprot_P01033,uniprot,P01033,,protein,,,increases,,,,,,,,,PMC2713479,positive-activation,
BCL6,uniprot_P41182,uniprot,P41182,,protein,,,TIMP1,uniprot_P01033,uniprot,P01033,,protein,,,decreases,,,,,,,,,PMC2713479,TIMP1 downregulates B cell receptor and BCL6,negative-activation
receptor,uaz_UAZ00375,uaz,UAZ00375,,protein,,,TIMP1,uniprot_P01033,uniprot,P01033,,protein,,,decreases,,,,,,,,,PMC2713479,TIMP1 downregulates B cell receptor,negative-activation
CD44,uniprot_P16070,uniprot,P16070,,protein,,,TIMP1,uniprot_P01033,uniprot,P01033,,protein,,,increases,,,,,,,,,PMC2713479,positive-activation,
localization,go_GO:0051179,go,GO:0051179,,bioprocess,,,TIMP1,uniprot_P01033,uniprot,P01033,,protein,,,increases,,,,,,,,,PMC2713479,positive-activation,
SHP1,uniprot_P29381,uniprot,P29381,,protein,,,TIMP1,uniprot_P01033,uniprot,P01033,,protein,,,increases,,,,,,,,,PMC2713479,positive-activation,
p53,uniprot_P04637,uniprot,P04637,,protein,,,Pim,pfam_PF16765,pfam,PF16765,,family,,,increases,,,,,,,,,PMC2713479,positive-activation,
Mdm2,uniprot_Q00987,uniprot,Q00987,,protein,,,Pim,pfam_PF16765,pfam,PF16765,,family,,,increases,,,,,,,,,PMC2713479,positive-activation,
MCL,uniprot_Q8WXI8,uniprot,Q8WXI8,,protein,,,PI3K,be_PI3K,be,PI3K,,protein,,,decreases,,,,,,,,,PMC2713479,PI3-K)/Akt or mammalian target of rapamycin (mTOR) inhibition decreased the growth of both primary MCL,negative-activation
MCL,uniprot_Q8WXI8,uniprot,Q8WXI8,,protein,,,mammalian_target_of_rapamycin,uniprot_P42345,uniprot,P42345,,protein,,,increases,,,,,,,,,PMC2713479,positive-activation,
IL4,uniprot_P05112,uniprot,P05112,,protein,,,PI3K,be_PI3K,be,PI3K,,protein,,,increases,,,,,,,,,PMC2713479,positive-activation,
CD40,uniprot_P25942,uniprot,P25942,,protein,,,PI3K,be_PI3K,be,PI3K,,protein,,,increases,,,,,,,,,PMC2713479,positive-activation,
IL4,uniprot_P05112,uniprot,P05112,,protein,,,PI3K,be_PI3K,be,PI3K,,protein,,,decreases,,,,,,,,,PMC2713479,PI3-K)/Akt or mammalian target of rapamycin (mTOR) inhibition decreased the growth of both primary MCL cultures and established cell lines and antagonized the growth-promoting activity of CD40 triggering and IL-4,negative-activation
IL4,uniprot_P05112,uniprot,P05112,,protein,,,mammalian_target_of_rapamycin,uniprot_P42345,uniprot,P42345,,protein,,,increases,,,,,,,,,PMC2713479,positive-activation,
MCL,uniprot_Q8WXI8,uniprot,Q8WXI8,,protein,,,mTOR,uniprot_P42345,uniprot,P42345,,protein,,,increases,,,,,,,,,PMC2713479,positive-activation,
MCL,uniprot_Q8WXI8,uniprot,Q8WXI8,,protein,,,Phosphatidylinositol3_kinase,be_PI3K,be,PI3K,,protein,,,decreases,,,,,,,,,PMC2713479,Phosphatidyl-inositol-3 kinase (PI3-K)/Akt or mammalian target of rapamycin (mTOR) inhibition decreased the growth of both primary MCL,negative-activation
IL4,uniprot_P05112,uniprot,P05112,,protein,,,mammalian_target_of_rapamycin,uniprot_P42345,uniprot,P42345,,protein,,,decreases,,,,,,,,,PMC2713479,mammalian target of rapamycin (mTOR) inhibition decreased the growth of both primary MCL cultures and established cell lines and antagonized the growth-promoting activity of CD40 triggering and IL-4,negative-activation
CD40,uniprot_P25942,uniprot,P25942,,protein,,,Phosphatidylinositol3_kinase,be_PI3K,be,PI3K,,protein,,,increases,,,,,,,,,PMC2713479,positive-activation,
IL4,uniprot_P05112,uniprot,P05112,,protein,,,Phosphatidylinositol3_kinase,be_PI3K,be,PI3K,,protein,,,decreases,,,,,,,,,PMC2713479,Phosphatidyl-inositol-3 kinase (PI3-K)/Akt or mammalian target of rapamycin (mTOR) inhibition decreased the growth of both primary MCL cultures and established cell lines and antagonized the growth-promoting activity of CD40 triggering and IL-4,negative-activation
IL4,uniprot_P05112,uniprot,P05112,,protein,,,Phosphatidylinositol3_kinase,be_PI3K,be,PI3K,,protein,,,increases,,,,,,,,,PMC2713479,positive-activation,
CD40,uniprot_P25942,uniprot,P25942,,protein,,,mammalian_target_of_rapamycin,uniprot_P42345,uniprot,P42345,,protein,,,increases,,,,,,,,,PMC2713479,positive-activation,
Kip1,uniprot_P46527,uniprot,P46527,,protein,,,p45,uniprot_P29466,uniprot,P29466,,protein,,,decreases,,,,,,,,,PMC2713479,Kip1) inhibitor induced by the downregulation of the p45,negative-activation
p27,uniprot_P40305,uniprot,P40305,,protein,,,Cks1,uniprot_P61024,uniprot,P61024,,protein,,,decreases,,,,,,,,,PMC2713479,p27(Kip1) inhibitor induced by the downregulation of the p45(Skp2) and Cks1,negative-activation
p27,uniprot_P40305,uniprot,P40305,,protein,,,p45,uniprot_P29466,uniprot,P29466,,protein,,,decreases,,,,,,,,,PMC2713479,p27(Kip1) inhibitor induced by the downregulation of the p45,negative-activation
Kip1,uniprot_P46527,uniprot,P46527,,protein,,,Cks1,uniprot_P61024,uniprot,P61024,,protein,,,decreases,,,,,,,,,PMC2713479,Kip1) inhibitor induced by the downregulation of the p45(Skp2) and Cks1,negative-activation
proteasome,be_Proteasome,be,Proteasome,,protein,,,GSK3,be_GSK3,be,GSK3,,family,,,decreases,,,,,,,,,PMC2713479,proteasome-dependent degradation driven by GSK-3,negative-activation
cyclin,uniprot_P12004,uniprot,P12004,,protein,,,Akt,be_AKT,be,AKT,,family,,,increases,,,,,,,,,PMC2713479,positive-activation,
proteasome,be_Proteasome,be,Proteasome,,protein,,,Akt,be_AKT,be,AKT,,family,,,decreases,,,,,,,,,PMC2713479,Akt inhibition downregulated cyclin D1 by promoting its proteasome,negative-activation
caspase,be_Caspase,be,Caspase,,family,,,Akt_inhibitors,uaz_UAZ03558,uaz,UAZ03558,,simple-chemical,,,decreases,,,,,,,,,PMC2713479,"Akt inhibitors, but not rapamycin, induced variable levels of caspase",negative-activation
apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,PI3K,be_PI3K,be,PI3K,,protein,,,decreases,,,,,,,,,PMC2713479,"PI3-K/Akt inhibitors, but not rapamycin, induced variable levels of caspase-dependent apoptosis",negative-activation
telomerase,uaz_UAZ01898,uaz,UAZ01898,,protein,,,PI3K,be_PI3K,be,PI3K,,protein,,,increases,,,,,,,,,PMC2713479,positive-activation,
apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,Akt_inhibitors,uaz_UAZ03558,uaz,UAZ03558,,simple-chemical,,,decreases,,,,,,,,,PMC2713479,"Akt inhibitors, but not rapamycin, induced variable levels of caspase-dependent apoptosis",negative-activation
telomerase,uaz_UAZ01898,uaz,UAZ01898,,protein,,,rapamycin,pubchem_5284616,pubchem,5284616,,simple-chemical,,,increases,,,,,,,,,PMC2713479,positive-activation,
