Regulator Name,Regulator Type,Regulator Subtype,Regulator HGNC Symbol,Regulator Database,Regulator ID,Regulator Compartment,Regulator Compartment ID,Regulated Name,Regulated Type,Regulated Subtype,Regulated HGNC Symbol,Regulated Database,Regulated ID,Regulated Compartment,Regulated Compartment ID,Sign,Connection Type,Mechanism,Site,Cell Line,Cell Type,Tissue Type,Organism,Score,Source,Statements,Paper IDs
NFKB,protein,,,uaz,UAZ02852,,,IKK_complex,protein,,,be,IKK_complex,,,positive,,,,,,,,1,,,PMC3473366
cell_cycle,bioprocess,,,go,GO:0007049,,,ATR,protein,,,uniprot,P20848,,,positive,,,,,,,,1,,,PMC3473366
proliferation,bioprocess,,,go,GO:0008283,,,ATR,protein,,,uniprot,P20848,,,positive,,,,,,,,1,,,PMC3473366
cell_cycle,bioprocess,,,go,GO:0007049,,,Chk1,protein,,,uniprot,O14757,,,positive,,,,,,,,1,,,PMC3473366
proliferation,bioprocess,,,go,GO:0008283,,,Chk1,protein,,,uniprot,O14757,,,positive,,,,,,,,1,,,PMC3473366
apoptosis,bioprocess,,,go,GO:0006915,,,p53,protein,,,uniprot,P04637,,,positive,,,,,,,,1,,,PMC3473366
cell_death,bioprocess,,,go,GO:0008219,,,genomic_instability,bioprocess,,,mesh,D042822,,,positive,,,,,,,,1,,,PMC3473366
ATM,protein,,,uniprot,Q13315,,,MRN,protein,,,uniprot,O60934,,,positive,,,,,,,,1,,,PMC3473366
DNA_damage,bioprocess,,,mesh,D004249,,,cell_cycle,bioprocess,,,go,GO:0007049,,,positive,,,,,,,,1,,,PMC3473366
DNA_repair,bioprocess,,,go,GO:0006281,,,cell_cycle,bioprocess,,,go,GO:0007049,,,positive,,,,,,,,1,,,PMC3473366
cell_cycle,bioprocess,,,go,GO:0007049,,,p21,protein,,,uniprot,P38936,,,negative,,,,,,,,1,,,PMC3473366
cell_cycle,bioprocess,,,go,GO:0007049,,,p53,protein,,,uniprot,P04637,,,negative,,,,,,,,1,,,PMC3473366
cell_cycle,bioprocess,,,go,GO:0007049,,,cMyc,protein,,,uniprot,Q17103,,,negative,,,,,,,,1,,,PMC3473366
ATM,protein,,,uniprot,Q13315,,,MRN,protein,,,uniprot,O60934,,,positive,,,,,,,,1,,,PMC3473366
cell_cycle,bioprocess,,,go,GO:0007049,,,p21,protein,,,uniprot,P38936,,,positive,,,,,,,,1,,,PMC3473366
cell_cycle,bioprocess,,,go,GO:0007049,,,DDR,family,,,pfam,PF08841,,,negative,,,,,,,,1,,,PMC3473366
apoptosis,bioprocess,,,go,GO:0006915,,,DDR,family,,,pfam,PF08841,,,negative,,,,,,,,1,,,PMC3473366
proliferation,bioprocess,,,go,GO:0008283,,,DDR,family,,,pfam,PF08841,,,positive,,,,,,,,1,,,PMC3473366
DNA_repair,bioprocess,,,go,GO:0006281,,,DNA_damage,bioprocess,,,mesh,D004249,,,negative,,,,,,,,1,,,PMC3473366
cell_cycle,bioprocess,,,go,GO:0007049,,,DNA_damage,bioprocess,,,mesh,D004249,,,negative,,,,,,,,1,,,PMC3473366
apoptosis,bioprocess,,,go,GO:0006915,,,DNA_damage,bioprocess,,,mesh,D004249,,,negative,,,,,,,,1,,,PMC3473366
apoptosis,bioprocess,,,go,GO:0006915,,,DNA_damage,bioprocess,,,mesh,D004249,,,positive,,,,,,,,1,,,PMC3473366
