regulator_name,regulator_id,database1,ID1,location1,element_type1,cell_type1,level1,regulated_name,regulated_id,database2,ID2,location2,element_type2,cell_type2,level2,interaction,score,kindscore,matchlevel,epistemicvalue,file_numbers,number,Regulator Variable Name,Regulated Variable Name,PaperID,,
antigen,uaz_UA-BP-GGP-00007,uaz,UA-BP-GGP-00007,,protein,,,SOCS1,uniprot_O15524,uniprot,O15524,,protein,,,decreases,1,,,,,,,,PMC6861185,"SOCS1 negatively regulates signaling of IFNs and IL-12 ( XREF_BIBR ,  XREF_BIBR ) and plays an important role in DC and T cells suppressing antigen",negative-activation
immunity,go_GO:0006955,go,GO:0006955,,bioprocess,,,SOCS1,uniprot_O15524,uniprot,O15524,,protein,,,decreases,1,,,,,,,,PMC6861185,"SOCS1 negatively regulates signaling of IFNs and IL-12 ( XREF_BIBR ,  XREF_BIBR ) and plays an important role in DC and T cells suppressing antigen-presentation and antitumor immunity",negative-activation
STAT5,be_STAT5,be,STAT5,,family,,,SOCS2,uniprot_O14508,uniprot,O14508,,protein,,,increases,1,,,,,,,,PMC6861185,positive-activation,
IFN,uaz_UAZ00085,uaz,UAZ00085,,protein,,,Socs2deficiency,uaz_UAZ08081,uaz,UAZ08081,,protein,,,increases,1,,,,,,,,PMC6861185,positive-activation,
gp130,uniprot_P40189,uniprot,P40189,,protein,,,SOCS3,uniprot_O14543,uniprot,O14543,,protein,,,decreases,1,,,,,,,,PMC6861185,SOCS3 inhibits gp130,negative-activation
IL27,uniprot_Q8NEV9,uniprot,Q8NEV9,,protein,,,SOCS3,uniprot_O14543,uniprot,O14543,,protein,,,decreases,1,,,,,,,,PMC6861185,"SOCS3 inhibits gp130 receptor/STAT3 signaling by direct inhibition and/or ubiquitin-mediated degradation of the receptors or their associated JAK kinases (downstream of IL-6, IL-11, IL-27",negative-activation
OSM,uniprot_P13725,uniprot,P13725,,protein,,,SOCS3,uniprot_O14543,uniprot,O14543,,protein,,,decreases,1,,,,,,,,PMC6861185,"SOCS3 inhibits gp130 receptor/STAT3 signaling by direct inhibition and/or ubiquitin-mediated degradation of the receptors or their associated JAK kinases (downstream of IL-6, IL-11, IL-27, OSM",negative-activation
JAK,uaz_UA-BP-GGP-00072,uaz,UA-BP-GGP-00072,,protein,,,SOCS3,uniprot_O14543,uniprot,O14543,,protein,,,decreases,1,,,,,,,,PMC6861185,SOCS3 inhibits gp130 receptor/STAT3 signaling by direct inhibition and/or ubiquitin-mediated degradation of the receptors or their associated JAK,negative-activation
STAT3,uniprot_P40763,uniprot,P40763,,protein,,,SOCS3,uniprot_O14543,uniprot,O14543,,protein,,,decreases,1,,,,,,,,PMC6861185,SOCS3 inhibits gp130 receptor/STAT3,negative-activation
LIF,uniprot_P15018,uniprot,P15018,,protein,,,SOCS3,uniprot_O14543,uniprot,O14543,,protein,,,decreases,1,,,,,,,,PMC6861185,"SOCS3 inhibits gp130 receptor/STAT3 signaling by direct inhibition and/or ubiquitin-mediated degradation of the receptors or their associated JAK kinases (downstream of IL-6, IL-11, IL-27, OSM and LIF",negative-activation
ubiquitin,uniprot_P0CG47,uniprot,P0CG47,,protein,,,SOCS3,uniprot_O14543,uniprot,O14543,,protein,,,decreases,1,,,,,,,,PMC6861185,SOCS3 inhibits gp130 receptor/STAT3 signaling by direct inhibition and/or ubiquitin,negative-activation
IL6,uniprot_P05231,uniprot,P05231,,protein,,,SOCS3,uniprot_O14543,uniprot,O14543,,protein,,,decreases,1,,,,,,,,PMC6861185,SOCS3 inhibits gp130 receptor/STAT3 signaling by direct inhibition and/or ubiquitin-mediated degradation of the receptors or their associated JAK kinases (downstream of IL-6,negative-activation
gp130_receptor,uaz_UAZ08056,uaz,UAZ08056,,protein,,,SOCS3,uniprot_O14543,uniprot,O14543,,protein,,,decreases,1,,,,,,,,PMC6861185,SOCS3 inhibits gp130 receptor,negative-activation
IL11,uniprot_P20809,uniprot,P20809,,protein,,,SOCS3,uniprot_O14543,uniprot,O14543,,protein,,,decreases,1,,,,,,,,PMC6861185,"SOCS3 inhibits gp130 receptor/STAT3 signaling by direct inhibition and/or ubiquitin-mediated degradation of the receptors or their associated JAK kinases (downstream of IL-6, IL-11",negative-activation
STAT4,uniprot_Q14765,uniprot,Q14765,,protein,,,SOCS3,uniprot_O14543,uniprot,O14543,,protein,,,decreases,1,,,,,,,,PMC6861185,SOCS3 was also shown to negatively regulate IL-12-induced STAT4,negative-activation
proliferation,go_GO:0008283,go,GO:0008283,,bioprocess,,,CRISPR,uaz_UAZ00924,uaz,UAZ00924,,protein,,,decreases,1,,,,,,,,PMC6861185,CRISPR/Cas9-mediated disruption of SOCS3 in human NK cells promotes proliferation,negative-activation
proliferation,go_GO:0008283,go,GO:0008283,,bioprocess,,,Cas9,uniprot_J3F2B0,uniprot,J3F2B0,,protein,,,decreases,1,,,,,,,,PMC6861185,Cas9-mediated disruption of SOCS3 in human NK cells promotes proliferation,negative-activation
SOCS3,uniprot_O14543,uniprot,O14543,,protein,,,Cas9,uniprot_J3F2B0,uniprot,J3F2B0,,protein,,,decreases,1,,,,,,,,PMC6861185,Cas9-mediated disruption of SOCS3,negative-activation
SOCS3,uniprot_O14543,uniprot,O14543,,protein,,,CRISPR,uaz_UAZ00924,uaz,UAZ00924,,protein,,,decreases,1,,,,,,,,PMC6861185,CRISPR/Cas9-mediated disruption of SOCS3,negative-activation
proliferation,go_GO:0008283,go,GO:0008283,,bioprocess,,,SOCS3,uniprot_O14543,uniprot,O14543,,protein,,,decreases,1,,,,,,,,PMC6861185,SOCS3 in human NK cells promotes proliferation,negative-activation
CD56,uaz_UAZ03730,uaz,UAZ03730,,protein,,,Ruxolitinib,pubchem_25126798,pubchem,25126798,,simple-chemical,,,decreases,1,,,,,,,,PMC6861185,Ruxolitinib treatment significantly reduces disease burden in the context of CD56,negative-activation
inflammation,go_GO:0006954,go,GO:0006954,,bioprocess,,,lab,uniprot_Q9GZY6,uniprot,Q9GZY6,,protein,,,increases,1,,,,,,,,PMC4597205,positive-activation,
BCATENIN,uaz_UAZ00210,uaz,UAZ00210,,protein,,,adenomatous_polyposis_coli_APC,interpro_IPR026818,interpro,IPR026818,,family,,,decreases,1,,,,,,,,PMC4597205,adenomatous polyposis coli (APC) protein is constantly expressed and activated to suppress β-catenin,negative-activation
antigen,uaz_UA-BP-GGP-00007,uaz,UA-BP-GGP-00007,,protein,,,immunity,go_GO:0006955,go,GO:0006955,,bioprocess,,,increases,1,,,,,,,,PMC4597205,positive-activation,
Proliferation,go_GO:0008283,go,GO:0008283,,bioprocess,,,DC,uaz_UAZ05033,uaz,UAZ05033,,protein,,,increases,1,,,,,,,,PMC4597205,positive-activation,
BCATENIN,uaz_UAZ07813,uaz,UAZ07813,,protein,,,DC,uaz_UAZ05033,uaz,UAZ05033,,protein,,,increases,1,,,,,,,,PMC4597205,positive-activation,
STAT3,uniprot_P40763,uniprot,P40763,,protein,,,DC,uaz_UAZ05033,uaz,UAZ05033,,protein,,,increases,1,,,,,,,,PMC4597205,positive-activation,
NFKB,uniprot_P19838,uniprot,P19838,,protein,,,DC,uaz_UAZ05033,uaz,UAZ05033,,protein,,,increases,1,,,,,,,,PMC4597205,positive-activation,
Proliferation,go_GO:0008283,go,GO:0008283,,bioprocess,,,TH1,uniprot_Q8IXH7,uniprot,Q8IXH7,,protein,,,increases,1,,,,,,,,PMC4597205,positive-activation,
Apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,TREG,uaz_UAZ04745,uaz,UAZ04745,,protein,,,increases,1,,,,,,,,PMC4597205,positive-activation,
Apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,TH2,uaz_UAZ00104,uaz,UAZ00104,,protein,,,increases,1,,,,,,,,PMC4597205,positive-activation,
Proliferation,go_GO:0008283,go,GO:0008283,,bioprocess,,,TH2,uaz_UAZ00104,uaz,UAZ00104,,protein,,,increases,1,,,,,,,,PMC4597205,positive-activation,
Proliferation,go_GO:0008283,go,GO:0008283,,bioprocess,,,TREG,uaz_UAZ04745,uaz,UAZ04745,,protein,,,increases,1,,,,,,,,PMC4597205,positive-activation,
ERK,be_ERK,be,ERK,,family,,,IBD,uniprot_Q9UKU7,uniprot,Q9UKU7,,protein,,,increases,1,,,,,,,,PMC4597205,positive-activation,
MAPK,be_ERK,be,ERK,,family,,,IBD,uniprot_Q9UKU7,uniprot,Q9UKU7,,protein,,,increases,1,,,,,,,,PMC4597205,positive-activation,
extracellular_signalregulated_kinase,be_ERK,be,ERK,,family,,,IBD,uniprot_Q9UKU7,uniprot,Q9UKU7,,protein,,,increases,1,,,,,,,,PMC4597205,positive-activation,
apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,ERK_MAPK,uaz_UAZ08105,uaz,UAZ08105,,family,,,decreases,1,,,,,,,,PMC4597205,ERK MAPK pathway inhibits proliferation and induce apoptosis,negative-activation
proliferation,go_GO:0008283,go,GO:0008283,,bioprocess,,,ERK_MAPK,uaz_UAZ08105,uaz,UAZ08105,,family,,,increases,1,,,,,,,,PMC4597205,positive-activation,
CAC,uniprot_O43772,uniprot,O43772,,protein,,,SPHK1,uniprot_Q9NYA1,uniprot,Q9NYA1,,protein,,,increases,1,,,,,,,,PMC4597205,positive-activation,
apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,GSK3B,uniprot_P49841,uniprot,P49841,,protein,,,increases,1,,,,,,,,PMC4597205,positive-activation,
apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,PP2A,uniprot_P67775,uniprot,P67775,,protein,,,increases,1,,,,,,,,PMC4597205,positive-activation,
proliferation,go_GO:0008283,go,GO:0008283,,bioprocess,,,GSK3B,uniprot_P49841,uniprot,P49841,,protein,,,decreases,1,,,,,,,,PMC4597205,"GSK3B, SMAD, ROS, PP2A, ATM, or CERAMIDE could inhibit proliferation",negative-activation
proliferation,go_GO:0008283,go,GO:0008283,,bioprocess,,,ATM,uniprot_Q13315,uniprot,Q13315,,protein,,,decreases,1,,,,,,,,PMC4597205,"ATM, or CERAMIDE could inhibit proliferation",negative-activation
apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,ATM,uniprot_Q13315,uniprot,Q13315,,protein,,,increases,1,,,,,,,,PMC4597205,positive-activation,
apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,CERAMIDE,pubchem_5283563,pubchem,5283563,,simple-chemical,,,increases,1,,,,,,,,PMC4597205,positive-activation,
proliferation,go_GO:0008283,go,GO:0008283,,bioprocess,,,CERAMIDE,pubchem_5283563,pubchem,5283563,,simple-chemical,,,decreases,1,,,,,,,,PMC4597205,CERAMIDE could inhibit proliferation,negative-activation
apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,SMAD,be_SMAD,be,SMAD,,family,,,increases,1,,,,,,,,PMC4597205,positive-activation,
proliferation,go_GO:0008283,go,GO:0008283,,bioprocess,,,ROS,chebi_CHEBI:26523,chebi,CHEBI:26523,,simple-chemical,,,decreases,1,,,,,,,,PMC4597205,"ROS, PP2A, ATM, or CERAMIDE could inhibit proliferation",negative-activation
apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,ROS,chebi_CHEBI:26523,chebi,CHEBI:26523,,simple-chemical,,,increases,1,,,,,,,,PMC4597205,positive-activation,
proliferation,go_GO:0008283,go,GO:0008283,,bioprocess,,,SMAD,be_SMAD,be,SMAD,,family,,,decreases,1,,,,,,,,PMC4597205,"SMAD, ROS, PP2A, ATM, or CERAMIDE could inhibit proliferation",negative-activation
proliferation,go_GO:0008283,go,GO:0008283,,bioprocess,,,PP2A,uniprot_P67775,uniprot,P67775,,protein,,,decreases,1,,,,,,,,PMC4597205,"PP2A, ATM, or CERAMIDE could inhibit proliferation",negative-activation
apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,Ceramide,pubchem_5283563,pubchem,5283563,,simple-chemical,,,increases,1,,,,,,,,PMC4597205,positive-activation,
PP2A,uniprot_P67775,uniprot,P67775,,protein,,,Ceramide,pubchem_5283563,pubchem,5283563,,simple-chemical,,,increases,1,,,,,,,,PMC4597205,positive-activation,
apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,AKT,be_AKT,be,AKT,,family,,,decreases,1,,,,,,,,PMC4597205,AKT node failed to activate mitochondrial apoptosis,negative-activation
apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,C2ceramide,pubchem_5497136,pubchem,5497136,,simple-chemical,,,increases,1,,,,,,,,PMC4597205,positive-activation,
apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,MK2206,pubchem_24964624,pubchem,24964624,,simple-chemical,,,increases,1,,,,,,,,PMC4597205,positive-activation,
result,pubchem_4594,pubchem,4594,,simple-chemical,,,P53,uniprot_P04637,uniprot,P04637,,protein,,,increases,1,,,,,,,,PMC4597205,positive-activation,
hematopoiesis,go_GO:0030097,go,GO:0030097,,bioprocess,,,STAT5B,uniprot_P51692,uniprot,P51692,,protein,,,increases,1,,,,,,,,PMC6895831,positive-activation,
hematopoiesis,go_GO:0030097,go,GO:0030097,,bioprocess,,,STAT5A,uniprot_P42229,uniprot,P42229,,protein,,,increases,1,,,,,,,,PMC6895831,positive-activation,
GAS,uniprot_P01350,uniprot,P01350,,protein,,,interferon,be_Interferon,be,Interferon,,family,,,increases,1,,,,,,,,PMC6895831,positive-activation,
differentiation,go_GO:0030154,go,GO:0030154,,bioprocess,,,Jak2,uniprot_O60674,uniprot,O60674,,protein,,,increases,1,,,,,,,,PMC6895831,positive-activation,
differentiation,go_GO:0030154,go,GO:0030154,,bioprocess,,,cS5_F,uaz_UAZ05181,uaz,UAZ05181,,protein,,,increases,1,,,,,,,,PMC6895831,positive-activation,
differentiation,go_GO:0030154,go,GO:0030154,,bioprocess,,,TPO,uniprot_P07202,uniprot,P07202,,protein,,,increases,1,,,,,,,,PMC6895831,positive-activation,
Differentiation,go_GO:0030154,go,GO:0030154,,bioprocess,,,STAT5,uaz_UAZ08063,uaz,UAZ08063,,protein,,,increases,1,,,,,,,,PMC6895831,positive-activation,
receptor,uaz_UAZ00375,uaz,UAZ00375,,protein,,,Mcl1,uniprot_Q07820,uniprot,Q07820,,gene,,,increases,1,,,,,,,,PMC6895831,positive-activation,
CD8,be_CD8,be,CD8,,family,,,Stat5b,uniprot_P51692,uniprot,P51692,,protein,,,increases,1,,,,,,,,PMC6895831,positive-activation,
CD8,be_CD8,be,CD8,,family,,,cS5_F,uaz_UAZ05181,uaz,UAZ05181,,protein,,,increases,1,,,,,,,,PMC6895831,positive-activation,
TPO,uniprot_P07202,uniprot,P07202,,protein,,,HSC,uniprot_P19526,uniprot,P19526,,protein,,,increases,1,,,,,,,,PMC6895831,positive-activation,
cell_cycle,go_GO:0007049,go,GO:0007049,,bioprocess,,,interferon,be_Interferon,be,Interferon,,family,,,increases,1,,,,,,,,PMC6895831,positive-activation,
cell_cycle,go_GO:0007049,go,GO:0007049,,bioprocess,,,IFN,be_Interferon,be,Interferon,,family,,,increases,1,,,,,,,,PMC6895831,positive-activation,
IFN,uaz_UAZ00085,uaz,UAZ00085,,protein,,,STAT5B,uniprot_P51692,uniprot,P51692,,protein,,,decreases,1,,,,,,,,PMC6895831,STAT5B may repress IFN-α/β and IFN-γ,negative-activation
IFN,uaz_UAZ03979,uaz,UAZ03979,,protein,,,STAT5B,uniprot_P51692,uniprot,P51692,,protein,,,decreases,1,,,,,,,,PMC6895831,STAT5B may repress IFN-α/β,negative-activation
STAT5,uaz_UAZ08063,uaz,UAZ08063,,protein,,,AML,uniprot_Q6PF39,uniprot,Q6PF39,,protein,,,increases,1,,,,,,,,PMC6895831,positive-activation,
CD27,uniprot_P26842,uniprot,P26842,,protein,,,STAT5B,uniprot_P51692,uniprot,P51692,,protein,,,increases,1,,,,,,,,PMC6895831,positive-activation,
STAT5,be_STAT5,be,STAT5,,family,,,STAT5B,uniprot_P51692,uniprot,P51692,,protein,,,increases,1,,,,,,,,PMC6895831,positive-activation,
apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,BCL2,uniprot_P10415,uniprot,P10415,,protein,,,increases,1,,,,,,,,PMC6895831,positive-activation,
apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,PIM1,uniprot_P11309,uniprot,P11309,,protein,,,increases,1,,,,,,,,PMC6895831,positive-activation,
ABL,uniprot_P00519,uniprot,P00519,,protein,,,STAT5B,uniprot_P51692,uniprot,P51692,,protein,,,increases,1,,,,,,,,PMC6895831,positive-activation,
STAT5B,uniprot_P51692,uniprot,P51692,,protein,,,BCR,uniprot_P11274,uniprot,P11274,,protein,,,increases,1,,,,,,,,PMC6895831,positive-activation,
STAT5B,uniprot_P51692,uniprot,P51692,,protein,,,ABL,uniprot_P00519,uniprot,P00519,,protein,,,increases,1,,,,,,,,PMC6895831,positive-activation,
ALCL,uaz_UAZ07141,uaz,UAZ07141,,protein,,,ALK,uniprot_Q9UM73,uniprot,Q9UM73,,protein,,,increases,1,,,,,,,,PMC6895831,positive-activation,
STAT5B,uniprot_P51692,uniprot,P51692,,protein,,,ATP,pubchem_5957,pubchem,5957,,simple-chemical,,,decreases,1,,,,,,,,PMC6895831,ATP was found to bind to and inhibit the STAT5B,negative-activation
EZH2,uniprot_Q15910,uniprot,Q15910,,protein,,,CD8,be_CD8,be,CD8,,family,,,increases,1,,,,,,,,PMC6895831,positive-activation,
EZH2,uniprot_Q15910,uniprot,Q15910,,protein,,,STAT5B,uniprot_P51692,uniprot,P51692,,protein,,,increases,1,,,,,,,,PMC6895831,positive-activation,
cell_cycle,go_GO:0007049,go,GO:0007049,,bioprocess,,,STAT5B,uniprot_P51692,uniprot,P51692,,protein,,,increases,1,,,,,,,,PMC6895831,positive-activation,
cell_cycle,go_GO:0007049,go,GO:0007049,,bioprocess,,,CD8,be_CD8,be,CD8,,family,,,increases,1,,,,,,,,PMC6895831,positive-activation,
DNA_damage_response,go_GO:0000077,go,GO:0000077,,bioprocess,,,p53,uniprot_P04637,uniprot,P04637,,protein,,,increases,1,,,,,,,,PMC3762865,positive-activation,
MDM4,uniprot_O15151,uniprot,O15151,,protein,,,MDM2,uniprot_Q00987,uniprot,Q00987,,gene,,,decreases,1,,,,,,,,PMC3762865,MDM4 activates MDM2,negative-activation
MDM2,uniprot_Q00987,uniprot,Q00987,,gene,,,MDM4,uniprot_O15151,uniprot,O15151,,protein,,,decreases,1,,,,,,,,PMC3762865,MDM4 activates MDM2 and MDM4 inhibits MDM2,negative-activation
p53,uniprot_P04637,uniprot,P04637,,protein,,,MDM2,uniprot_Q00987,uniprot,Q00987,,gene,,,decreases,1,,,,,,,,PMC3762865,MDM2 inhibits p53,negative-activation
p53,uniprot_P04637,uniprot,P04637,,protein,,,MDM2,uniprot_Q00987,uniprot,Q00987,,gene,,,increases,1,,,,,,,,PMC3762865,positive-activation,
MDM2,uniprot_Q00987,uniprot,Q00987,,gene,,,MDM4,uniprot_O15151,uniprot,O15151,,protein,,,decreases,1,,,,,,,,PMC3762865,MDM4 inhibits MDM2,negative-activation
MDM4,uniprot_O15151,uniprot,O15151,,protein,,,MDM2,uniprot_Q00987,uniprot,Q00987,,gene,,,decreases,1,,,,,,,,PMC3762865,MDM2 inhibits MDM4,negative-activation
p53,uniprot_P04637,uniprot,P04637,,protein,,,ATM,uniprot_Q13315,uniprot,Q13315,,protein,,,increases,1,,,,,,,,PMC3762865,positive-activation,
transcription_factor_1,uniprot_P20823,uniprot,P20823,,protein,,,MYC,uniprot_P01106,uniprot,P01106,,protein,,,increases,1,,,,,,,,PMC3762865,positive-activation,
CHEK2,uniprot_O96017,uniprot,O96017,,protein,,,E2F1,uniprot_Q01094,uniprot,Q01094,,protein,,,increases,1,,,,,,,,PMC3762865,positive-activation,
E2F1,uniprot_Q01094,uniprot,Q01094,,protein,,,MYC,uniprot_P01106,uniprot,P01106,,protein,,,increases,1,,,,,,,,PMC3762865,positive-activation,
CHEK2,uniprot_O96017,uniprot,O96017,,protein,,,ATM,uniprot_Q13315,uniprot,Q13315,,protein,,,increases,1,,,,,,,,PMC3762865,positive-activation,
MYC,uniprot_P01106,uniprot,P01106,,protein,,,p53,uniprot_P04637,uniprot,P04637,,protein,,,decreases,1,,,,,,,,PMC3762865,p53 inhibits MYC,negative-activation
apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,LATS2,uniprot_Q9NRM7,uniprot,Q9NRM7,,protein,,,increases,1,,,,,,,,PMC3762865,positive-activation,
CCNB1,uniprot_P14635,uniprot,P14635,,protein,,,KLF4,uniprot_O43474,uniprot,O43474,,protein,,,decreases,1,,,,,,,,PMC3762865,KLF4 (Kruppel-like factor 4(gut)) caused more reduction of CCNB1,negative-activation
TLR3,uniprot_O15455,uniprot,O15455,,protein,,,interferon,be_Interferon,be,Interferon,,family,,,increases,1,,,,,,,,PMC3762865,positive-activation,
tolllike_receptor_3,uniprot_O15455,uniprot,O15455,,protein,,,IFNA1,uniprot_P01562,uniprot,P01562,,protein,,,increases,1,,,,,,,,PMC3762865,positive-activation,
p53,uniprot_P04637,uniprot,P04637,,protein,,,interferon,be_Interferon,be,Interferon,,family,,,increases,1,,,,,,,,PMC3762865,positive-activation,
TLR3,uniprot_O15455,uniprot,O15455,,protein,,,IFNA1,uniprot_P01562,uniprot,P01562,,protein,,,increases,1,,,,,,,,PMC3762865,positive-activation,
tolllike_receptor_3,uniprot_O15455,uniprot,O15455,,protein,,,interferon,be_Interferon,be,Interferon,,family,,,increases,1,,,,,,,,PMC3762865,positive-activation,
p53,uniprot_P04637,uniprot,P04637,,protein,,,IFNA1,uniprot_P01562,uniprot,P01562,,protein,,,increases,1,,,,,,,,PMC3762865,positive-activation,
DNA_damage,mesh_D004249,mesh,D004249,,bioprocess,,,etoposide,pubchem_36462,pubchem,36462,,simple-chemical,,,increases,1,,,,,,,,PMC3762865,positive-activation,
p53,uniprot_P04637,uniprot,P04637,,protein,,,etoposide,pubchem_36462,pubchem,36462,,simple-chemical,,,increases,1,,,,,,,,PMC3762865,positive-activation,
cell_death,go_GO:0008219,go,GO:0008219,,bioprocess,,,FAS,uniprot_P25445,uniprot,P25445,,protein,,,increases,1,,,,,,,,PMC3762865,positive-activation,
cell_death,go_GO:0008219,go,GO:0008219,,bioprocess,,,p53AIP1,uniprot_Q9HCN2,uniprot,Q9HCN2,,protein,,,increases,1,,,,,,,,PMC3762865,positive-activation,
apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,FGF2,uniprot_P09038,uniprot,P09038,,protein,,,decreases,1,,,,,,,,PMC3762865,FGF2 that can both inhibit and activate apoptosis,negative-activation
p53,uniprot_P04637,uniprot,P04637,,protein,,,apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,increases,1,,,,,,,,PMC3762865,positive-activation,
IGFR1,uniprot_P12314,uniprot,P12314,,protein,,,p53,uniprot_P04637,uniprot,P04637,,protein,,,decreases,1,,,,,,,,PMC3762865,p53 upregulates the IGFR1,negative-activation
p53,uniprot_P04637,uniprot,P04637,,protein,,,apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,increases,1,,,,,,,,PMC3762865,positive-activation,
CDC25A,uniprot_P30304,uniprot,P30304,,protein,,,CHEK1,uniprot_O14757,uniprot,O14757,,protein,,,decreases,1,,,,,,,,PMC3762865,CHEK1 inhibits CDC25A,negative-activation
differentiation,go_GO:0030154,go,GO:0030154,,bioprocess,,,huCD26mAb,uaz_UAZ08179,uaz,UAZ08179,,protein,,,decreases,1,,,,,,,,PMC6197267,"huCD26mAb, inhibits human OC differentiation",negative-activation
differentiation,go_GO:0030154,go,GO:0030154,,bioprocess,,,IgG_1__monoclonal_antibody,uaz_UAZ08185,uaz,UAZ08185,,protein,,,decreases,1,,,,,,,,PMC6197267,"IgG 1  monoclonal antibody targeting CD26, huCD26mAb, inhibits human OC differentiation",negative-activation
differentiation,go_GO:0030154,go,GO:0030154,,bioprocess,,,CD26,uniprot_P27487,uniprot,P27487,,protein,,,decreases,1,,,,,,,,PMC6197267,"CD26, huCD26mAb, inhibits human OC differentiation",negative-activation
huCD26mAb,uaz_UAZ08179,uaz,UAZ08179,,protein,,,CD26,uniprot_P27487,uniprot,P27487,,protein,,,increases,1,,,,,,,,PMC6197267,positive-activation,
huCD26mAb,uaz_UAZ08179,uaz,UAZ08179,,protein,,,ADCC,uniprot_O34946,uniprot,O34946,,protein,,,increases,1,,,,,,,,PMC6197267,positive-activation,
side,pfam_PF12252,pfam,PF12252,,family,,,huCD26mAb,uaz_UAZ08179,uaz,UAZ08179,,protein,,,decreases,1,,,,,,,,PMC6197267,huCD26mAb additionally reduced the ratio of the side,negative-activation
differentiation,go_GO:0030154,go,GO:0030154,,bioprocess,,,IgG_1__monoclonal_antibody,uaz_UAZ08185,uaz,UAZ08185,,protein,,,decreases,1,,,,,,,,PMC6197267,"IgG 1  monoclonal antibody that directly targets CD26, inhibits human OC differentiation",negative-activation
differentiation,go_GO:0030154,go,GO:0030154,,bioprocess,,,huCD26mAb,uaz_UAZ08179,uaz,UAZ08179,,protein,,,decreases,1,,,,,,,,PMC6197267,"huCD26mAb, a humanized IgG 1  monoclonal antibody that directly targets CD26, inhibits human OC differentiation",negative-activation
differentiation,go_GO:0030154,go,GO:0030154,,bioprocess,,,huCD26mAb,uaz_UAZ08179,uaz,UAZ08179,,protein,,,decreases,1,,,,,,,,PMC6197267,huCD26mAb inhibits OC differentiation,negative-activation
CD26,uniprot_P27487,uniprot,P27487,,protein,,,MM,pubchem_6993082,pubchem,6993082,,simple-chemical,,,increases,1,,,,,,,,PMC6197267,positive-activation,
MM,pubchem_6993082,pubchem,6993082,,simple-chemical,,,CD26,uniprot_P27487,uniprot,P27487,,protein,,,increases,1,,,,,,,,PMC6197267,positive-activation,
MM,pubchem_6993082,pubchem,6993082,,simple-chemical,,,CD26,uniprot_P27487,uniprot,P27487,,protein,,,increases,1,,,,,,,,PMC6197267,positive-activation,
CD26,uaz_UAZ08190,uaz,UAZ08190,,protein,,,huCD26mAb,uaz_UAZ08179,uaz,UAZ08179,,protein,,,decreases,1,,,,,,,,PMC6197267,huCD26mAb) inhibited the survival of CD26+,negative-activation
MM,pubchem_6993082,pubchem,6993082,,simple-chemical,,,antiCD26_monoclonal_antibody,uaz_UAZ08193,uaz,UAZ08193,,protein,,,decreases,1,,,,,,,,PMC6197267,anti-CD26 monoclonal antibody (huCD26mAb) inhibited the survival of CD26+ MM,negative-activation
MM,pubchem_6993082,pubchem,6993082,,simple-chemical,,,huCD26mAb,uaz_UAZ08179,uaz,UAZ08179,,protein,,,decreases,1,,,,,,,,PMC6197267,huCD26mAb) inhibited the survival of CD26+ MM,negative-activation
CD26,uaz_UAZ08190,uaz,UAZ08190,,protein,,,antiCD26_monoclonal_antibody,uaz_UAZ08193,uaz,UAZ08193,,protein,,,decreases,1,,,,,,,,PMC6197267,anti-CD26 monoclonal antibody (huCD26mAb) inhibited the survival of CD26+,negative-activation
MM,pubchem_6993082,pubchem,6993082,,simple-chemical,,,huCD26mAb,uaz_UAZ08179,uaz,UAZ08179,,protein,,,increases,1,,,,,,,,PMC6197267,positive-activation,
CD26,uaz_UAZ08190,uaz,UAZ08190,,protein,,,huCD26mAb,uaz_UAZ08179,uaz,UAZ08179,,protein,,,decreases,1,,,,,,,,PMC6197267,huCD26mAb blocked CD26+,negative-activation
MM,pubchem_6993082,pubchem,6993082,,simple-chemical,,,huCD26mAb,uaz_UAZ08179,uaz,UAZ08179,,protein,,,decreases,1,,,,,,,,PMC6197267,huCD26mAb blocked CD26+ MM,negative-activation
