Regulator Name,Regulator Type,Regulator Subtype,Regulator HGNC Symbol,Regulator Database,Regulator ID,Regulator Compartment,Regulator Compartment ID,Regulated Name,Regulated Type,Regulated Subtype,Regulated HGNC Symbol,Regulated Database,Regulated ID,Regulated Compartment,Regulated Compartment ID,Sign,Connection Type,Mechanism,Site,Cell Line,Cell Type,Tissue Type,Organism,Score,Source,Statements,Paper IDs
CD26,protein,,,uaz,UAZ08190,,,huCD26mAb,protein,,,uaz,UAZ08179,,,negative,,,,,,,,,,,PMC6197267
cell_growth,bioprocess,,,go,GO:0016049,,,huCD26mAb,protein,,,uaz,UAZ08179,,,negative,,,,,,,,,,,PMC6197267
MM,simple-chemical,,,pubchem,6993082,,,huCD26mAb,protein,,,uaz,UAZ08179,,,negative,,,,,,,,,,,PMC6197267
MM,simple-chemical,,,pubchem,6993082,,,huCD26mAb,protein,,,uaz,UAZ08179,,,negative,,,,,,,,,,,PMC6197267
MM,simple-chemical,,,pubchem,6993082,,,huCD26mAb,protein,,,uaz,UAZ08179,,,negative,,,,,,,,,,,PMC6197267
MM,simple-chemical,,,pubchem,6993082,,,huCD26mAb,protein,,,uaz,UAZ08179,,,negative,,,,,,,,,,,PMC6197267
MM,simple-chemical,,,pubchem,6993082,,,huCD26mAb,protein,,,uaz,UAZ08179,,,negative,,,,,,,,,,,PMC6197267
CD26,protein,,,uaz,UAZ08190,,,huCD26mAb,protein,,,uaz,UAZ08179,,,negative,,,,,,,,,,,PMC6197267
side,family,,,pfam,PF12252,,,huCD26mAb,protein,,,uaz,UAZ08179,,,negative,,,,,,,,,,,PMC6197267
differentiation,bioprocess,,,go,GO:0030154,,,huCD26mAb,protein,,,uaz,UAZ08179,,,negative,,,,,,,,,,,PMC6197267
CD26,protein,,,uaz,UAZ08190,,,14D10,protein,,,uaz,UAZ08203,,,negative,,,,,,,,,,,PMC6197267
CD26,protein,,,uaz,UAZ08190,,,IgG_1,protein,,,uaz,UAZ00080,,,negative,,,,,,,,,,,PMC6197267
cell_growth,bioprocess,,,go,GO:0016049,,,IF7,protein,,,uaz,UAZ08205,,,negative,,,,,,,,,,,PMC6197267
RCC,simple-chemical,,,pubchem,10985033,,,14D10,protein,,,uaz,UAZ08203,,,negative,,,,,,,,,,,PMC6197267
RCC,simple-chemical,,,pubchem,10985033,,,IgG_1,protein,,,uaz,UAZ00080,,,negative,,,,,,,,,,,PMC6197267
RCC,simple-chemical,,,pubchem,10985033,,,IF7,protein,,,uaz,UAZ08205,,,negative,,,,,,,,,,,PMC6197267
cell_growth,bioprocess,,,go,GO:0016049,,,14D10,protein,,,uaz,UAZ08203,,,negative,,,,,,,,,,,PMC6197267
CD26,protein,,,uaz,UAZ08190,,,IF7,protein,,,uaz,UAZ08205,,,negative,,,,,,,,,,,PMC6197267
cell_growth,bioprocess,,,go,GO:0016049,,,IgG_1,protein,,,uaz,UAZ00080,,,negative,,,,,,,,,,,PMC6197267
cell_growth,bioprocess,,,go,GO:0016049,,,huCD26mAb,protein,,,uaz,UAZ08179,,,negative,,,,,,,,,,,PMC6197267
metastasis,bioprocess,,,mesh,D009362,,,CD26,protein,,,uniprot,P27487,,,negative,,,,,,,,,,,PMC6197267
adhesion,bioprocess,,,go,GO:0007155,,,huCD26mAb,protein,,,uaz,UAZ08179,,,negative,,,,,,,,,,,PMC6197267
CD26,protein,,,uaz,UAZ08182,,,CRC,protein,,,uniprot,Q8L925,,,positive,,,,,,,,,,,PMC6197267
CRC_61,protein,,,uaz,UAZ08197,,,CRC,protein,,,uniprot,Q8L925,,,positive,,,,,,,,,,,PMC6197267
hematopoiesis,bioprocess,,,go,GO:0030097,,,STAT5B,protein,,,uniprot,P51692,,,positive,,,,,,,,,,,PMC6895831
hematopoiesis,bioprocess,,,go,GO:0030097,,,STAT5A,protein,,,uniprot,P42229,,,positive,,,,,,,,,,,PMC6895831
GAS,protein,,,uniprot,P01350,,,interferon,family,,,be,Interferon,,,positive,,,,,,,,,,,PMC6895831
differentiation,bioprocess,,,go,GO:0030154,,,Jak2,protein,,,uniprot,O60674,,,positive,,,,,,,,,,,PMC6895831
differentiation,bioprocess,,,go,GO:0030154,,,cS5_F,protein,,,uaz,UAZ05181,,,positive,,,,,,,,,,,PMC6895831
differentiation,bioprocess,,,go,GO:0030154,,,TPO,protein,,,uniprot,P07202,,,positive,,,,,,,,,,,PMC6895831
Differentiation,bioprocess,,,go,GO:0030154,,,STAT5,protein,,,uaz,UAZ08063,,,positive,,,,,,,,,,,PMC6895831
receptor,protein,,,uaz,UAZ00375,,,Mcl1,gene,,,uniprot,Q07820,,,positive,,,,,,,,,,,PMC6895831
CD8,family,,,be,CD8,,,Stat5b,protein,,,uniprot,P51692,,,positive,,,,,,,,,,,PMC6895831
CD8,family,,,be,CD8,,,cS5_F,protein,,,uaz,UAZ05181,,,positive,,,,,,,,,,,PMC6895831
TPO,protein,,,uniprot,P07202,,,HSC,protein,,,uniprot,P19526,,,positive,,,,,,,,,,,PMC6895831
cell_cycle,bioprocess,,,go,GO:0007049,,,interferon,family,,,be,Interferon,,,positive,,,,,,,,,,,PMC6895831
cell_cycle,bioprocess,,,go,GO:0007049,,,IFN,family,,,be,Interferon,,,positive,,,,,,,,,,,PMC6895831
IFN,protein,,,uaz,UAZ00085,,,STAT5B,protein,,,uniprot,P51692,,,negative,,,,,,,,,,,PMC6895831
IFN,protein,,,uaz,UAZ03979,,,STAT5B,protein,,,uniprot,P51692,,,negative,,,,,,,,,,,PMC6895831
STAT5,protein,,,uaz,UAZ08063,,,AML,protein,,,uniprot,Q6PF39,,,positive,,,,,,,,,,,PMC6895831
CD27,protein,,,uniprot,P26842,,,STAT5B,protein,,,uniprot,P51692,,,positive,,,,,,,,,,,PMC6895831
STAT5,family,,,be,STAT5,,,STAT5B,protein,,,uniprot,P51692,,,positive,,,,,,,,,,,PMC6895831
apoptosis,bioprocess,,,go,GO:0006915,,,BCL2,protein,,,uniprot,P10415,,,positive,,,,,,,,,,,PMC6895831
apoptosis,bioprocess,,,go,GO:0006915,,,PIM1,protein,,,uniprot,P11309,,,positive,,,,,,,,,,,PMC6895831
ABL,protein,,,uniprot,P00519,,,STAT5B,protein,,,uniprot,P51692,,,positive,,,,,,,,,,,PMC6895831
STAT5B,protein,,,uniprot,P51692,,,BCR,protein,,,uniprot,P11274,,,positive,,,,,,,,,,,PMC6895831
STAT5B,protein,,,uniprot,P51692,,,ABL,protein,,,uniprot,P00519,,,positive,,,,,,,,,,,PMC6895831
ALCL,protein,,,uaz,UAZ07141,,,ALK,protein,,,uniprot,Q9UM73,,,positive,,,,,,,,,,,PMC6895831
STAT5B,protein,,,uniprot,P51692,,,ATP,simple-chemical,,,pubchem,5957,,,negative,,,,,,,,,,,PMC6895831
EZH2,protein,,,uniprot,Q15910,,,CD8,family,,,be,CD8,,,positive,,,,,,,,,,,PMC6895831
EZH2,protein,,,uniprot,Q15910,,,STAT5B,protein,,,uniprot,P51692,,,positive,,,,,,,,,,,PMC6895831
cell_cycle,bioprocess,,,go,GO:0007049,,,STAT5B,protein,,,uniprot,P51692,,,positive,,,,,,,,,,,PMC6895831
cell_cycle,bioprocess,,,go,GO:0007049,,,CD8,family,,,be,CD8,,,positive,,,,,,,,,,,PMC6895831
DNA_damage_response,bioprocess,,,go,GO:0000077,,,p53,protein,,,uniprot,P04637,,,positive,,,,,,,,,,,PMC3762865
MDM4,protein,,,uniprot,O15151,,,MDM2,gene,,,uniprot,Q00987,,,negative,,,,,,,,,,,PMC3762865
MDM2,gene,,,uniprot,Q00987,,,MDM4,protein,,,uniprot,O15151,,,negative,,,,,,,,,,,PMC3762865
p53,protein,,,uniprot,P04637,,,MDM2,gene,,,uniprot,Q00987,,,negative,,,,,,,,,,,PMC3762865
p53,protein,,,uniprot,P04637,,,MDM2,gene,,,uniprot,Q00987,,,positive,,,,,,,,,,,PMC3762865
MDM2,gene,,,uniprot,Q00987,,,MDM4,protein,,,uniprot,O15151,,,negative,,,,,,,,,,,PMC3762865
MDM4,protein,,,uniprot,O15151,,,MDM2,gene,,,uniprot,Q00987,,,negative,,,,,,,,,,,PMC3762865
p53,protein,,,uniprot,P04637,,,ATM,protein,,,uniprot,Q13315,,,positive,,,,,,,,,,,PMC3762865
transcription_factor_1,protein,,,uniprot,P20823,,,MYC,protein,,,uniprot,P01106,,,positive,,,,,,,,,,,PMC3762865
CHEK2,protein,,,uniprot,O96017,,,E2F1,protein,,,uniprot,Q01094,,,positive,,,,,,,,,,,PMC3762865
E2F1,protein,,,uniprot,Q01094,,,MYC,protein,,,uniprot,P01106,,,positive,,,,,,,,,,,PMC3762865
CHEK2,protein,,,uniprot,O96017,,,ATM,protein,,,uniprot,Q13315,,,positive,,,,,,,,,,,PMC3762865
MYC,protein,,,uniprot,P01106,,,p53,protein,,,uniprot,P04637,,,negative,,,,,,,,,,,PMC3762865
apoptosis,bioprocess,,,go,GO:0006915,,,LATS2,protein,,,uniprot,Q9NRM7,,,positive,,,,,,,,,,,PMC3762865
CCNB1,protein,,,uniprot,P14635,,,KLF4,protein,,,uniprot,O43474,,,negative,,,,,,,,,,,PMC3762865
TLR3,protein,,,uniprot,O15455,,,interferon,family,,,be,Interferon,,,positive,,,,,,,,,,,PMC3762865
tolllike_receptor_3,protein,,,uniprot,O15455,,,IFNA1,protein,,,uniprot,P01562,,,positive,,,,,,,,,,,PMC3762865
p53,protein,,,uniprot,P04637,,,interferon,family,,,be,Interferon,,,positive,,,,,,,,,,,PMC3762865
TLR3,protein,,,uniprot,O15455,,,IFNA1,protein,,,uniprot,P01562,,,positive,,,,,,,,,,,PMC3762865
tolllike_receptor_3,protein,,,uniprot,O15455,,,interferon,family,,,be,Interferon,,,positive,,,,,,,,,,,PMC3762865
p53,protein,,,uniprot,P04637,,,IFNA1,protein,,,uniprot,P01562,,,positive,,,,,,,,,,,PMC3762865
DNA_damage,bioprocess,,,mesh,D004249,,,etoposide,simple-chemical,,,pubchem,36462,,,positive,,,,,,,,,,,PMC3762865
p53,protein,,,uniprot,P04637,,,etoposide,simple-chemical,,,pubchem,36462,,,positive,,,,,,,,,,,PMC3762865
cell_death,bioprocess,,,go,GO:0008219,,,FAS,protein,,,uniprot,P25445,,,positive,,,,,,,,,,,PMC3762865
cell_death,bioprocess,,,go,GO:0008219,,,p53AIP1,protein,,,uniprot,Q9HCN2,,,positive,,,,,,,,,,,PMC3762865
apoptosis,bioprocess,,,go,GO:0006915,,,FGF2,protein,,,uniprot,P09038,,,negative,,,,,,,,,,,PMC3762865
p53,protein,,,uniprot,P04637,,,apoptosis,bioprocess,,,go,GO:0006915,,,positive,,,,,,,,,,,PMC3762865
IGFR1,protein,,,uniprot,P12314,,,p53,protein,,,uniprot,P04637,,,negative,,,,,,,,,,,PMC3762865
p53,protein,,,uniprot,P04637,,,apoptosis,bioprocess,,,go,GO:0006915,,,positive,,,,,,,,,,,PMC3762865
CDC25A,protein,,,uniprot,P30304,,,CHEK1,protein,,,uniprot,O14757,,,negative,,,,,,,,,,,PMC3762865
STAT3,protein,,,uniprot,P40763,,,JAK,protein,,,uaz,UA-BP-GGP-00072,,,positive,,,,,,,,,,,PMC5722580
STAT3,protein,,,uniprot,P40763,,,Hsp90,family,,,pfam,PF00183,,,positive,,,,,,,,,,,PMC5722580
STAT3,protein,,,uniprot,P40763,,,CDK_inhibitors,simple-chemical,,,uaz,UAZ08028,,,positive,,,,,,,,,,,PMC5722580
STAT3,protein,,,uniprot,P40763,,,mTOR,protein,,,uniprot,P42345,,,positive,,,,,,,,,,,PMC5722580
luciferase,protein,,,uniprot,P08659,,,IL6,protein,,,uniprot,P05231,,,positive,,,,,,,,,,,PMC5722580
STAT3,protein,,,uniprot,P40763,,,IL6,protein,,,uniprot,P05231,,,positive,,,,,,,,,,,PMC5722580
STAT3,protein,,,uniprot,P40763,,,BMS754807,simple-chemical,,,pubchem,24785538,,,positive,,,,,,,,,,,PMC5722580
insulinlike_growth_factor_1_receptor,protein,,,uniprot,P08069,,,BMS754807,simple-chemical,,,pubchem,24785538,,,positive,,,,,,,,,,,PMC5722580
STAT3,protein,,,uniprot,P40763,,,insulinlike_growth_factor_1,protein,,,uaz,UAZ08031,,,negative,,,,,,,,,,,PMC5722580
STAT3,protein,,,uniprot,P40763,,,insulinlike_growth_factor_1_receptor,protein,,,uniprot,P08069,,,negative,,,,,,,,,,,PMC5722580
STAT3,protein,,,uniprot,P40763,,,STAT3_inhibitors,simple-chemical,,,uaz,UAZ03772,,,positive,,,,,,,,,,,PMC5722580
STAT3,protein,,,uniprot,P40763,,,JAK,protein,,,uaz,UA-BP-GGP-00072,,,positive,,,,,,,,,,,PMC5722580
STAT3,protein,,,uniprot,P40763,,,IL6,protein,,,uniprot,P05231,,,positive,,,,,,,,,,,PMC5722580
STAT3,protein,,,uniprot,P40763,,,IL6,protein,,,uniprot,P05231,,,positive,,,,,,,,,,,PMC5722580
STAT3,protein,,,uniprot,P40763,,,JAK,protein,,,uaz,UA-BP-GGP-00072,,,positive,,,,,,,,,,,PMC5722580
STAT,protein,,,uniprot,P35610,,,IL2,protein,,,uniprot,P60568,,,positive,,,,,,,,,,,PMC5722580
JAK,protein,,,uaz,UA-BP-GGP-00072,,,IL2,protein,,,uniprot,P60568,,,positive,,,,,,,,,,,PMC5722580
STAT3,site,,,uaz,UAZ08039,,,ruxolitinib,simple-chemical,,,pubchem,25126798,,,negative,,,,,,,,,,,PMC5722580
cell_viability,bioprocess,,,mesh,D002470,,,Hsp90,family,,,pfam,PF00183,,,positive,,,,,,,,,,,PMC5722580
STAT1,protein,,,uniprot,P42224,,,Hsp90_inhibitor,simple-chemical,,,uaz,UAZ03632,,,positive,,,,,,,,,,,PMC5722580
STAT3,protein,,,uniprot,P40763,,,STAT3,protein,,,uniprot,P40763,,,positive,,,,,,,,,,,PMC5722580
STAT3,protein,,,uniprot,P40763,,,mTOR_inhibitors,simple-chemical,,,uaz,UAZ02042,,,positive,,,,,,,,,,,PMC5722580
STAT3,protein,,,uniprot,P40763,,,luciferase,protein,,,uniprot,P08659,,,positive,,,,,,,,,,,PMC5722580
JAK2,protein,,,uniprot,O60674,,,erythropoietin,protein,,,uniprot,P01588,,,positive,,,,,,,,,,,PMC6861185
JAK2,protein,,,uniprot,O60674,,,growth_hormone,protein,,,uniprot,P01241,,,positive,,,,,,,,,,,PMC6861185
proliferation,bioprocess,,,go,GO:0008283,,,IL2,protein,,,uniprot,P60568,,,positive,,,,,,,,,,,PMC6861185
JAK2,protein,,,uniprot,O60674,,,IL2,protein,,,uniprot,P60568,,,positive,,,,,,,,,,,PMC6861185
STAT4,protein,,,uniprot,Q14765,,,IL2,protein,,,uniprot,P60568,,,positive,,,,,,,,,,,PMC6861185
STAT3,protein,,,uniprot,P40763,,,IL23,protein,,,uaz,UAZ07174,,,positive,,,,,,,,,,,PMC6861185
IL12,family,,,be,IL12,,,JAK2,protein,,,uniprot,O60674,,,positive,,,,,,,,,,,PMC6861185
STAT4,protein,,,uniprot,Q14765,,,IL23,protein,,,uaz,UAZ07174,,,positive,,,,,,,,,,,PMC6861185
IL27,protein,,,uniprot,Q8NEV9,,,IL23,protein,,,uaz,UAZ07174,,,positive,,,,,,,,,,,PMC6861185
STAT4,protein,,,uniprot,Q14765,,,IL12,family,,,be,IL12,,,positive,,,,,,,,,,,PMC6861185
signal_transduction,bioprocess,,,go,GO:0007165,,,JAK2,protein,,,uniprot,O60674,,,positive,,,,,,,,,,,PMC6861185
metastasis,bioprocess,,,mesh,D009362,,,JAK2_inhibitor,simple-chemical,,,uaz,UAZ05200,,,negative,,,,,,,,,,,PMC6861185
transcription,bioprocess,,,go,GO:0006351,,,IFNs,protein,,,uaz,UAZ03976,,,positive,,,,,,,,,,,PMC6861185
ISGF3_complex,protein,,,uaz,UAZ08080,,,IFN,family,,,be,Interferon,,,positive,,,,,,,,,,,PMC6861185
ISGF3_complex,protein,,,uaz,UAZ08080,,,IFN,family,,,be,Interferon,,,positive,,,,,,,,,,,PMC6861185
STAT1,protein,,,uniprot,P42224,,,IFN,family,,,be,Interferon,,,positive,,,,,,,,,,,PMC6861185
STAT1,protein,,,uniprot,P42224,,,IFN,protein,,,uaz,UAZ00085,,,positive,,,,,,,,,,,PMC6861185
IFN,protein,,,uaz,UAZ00085,,,IL27R,protein,,,uaz,UAZ08052,,,negative,,,,,,,,,,,PMC6861185
STAT5,family,,,be,STAT5,,,STAT3,protein,,,uniprot,P40763,,,negative,,,,,,,,,,,PMC6861185
angiogenesis,bioprocess,,,go,GO:0001525,,,STAT3,protein,,,uniprot,P40763,,,positive,,,,,,,,,,,PMC6861185
M1,simple-chemical,,,pubchem,13019211,,,IL12,family,,,be,IL12,,,positive,,,,,,,,,,,PMC6861185
M1,simple-chemical,,,pubchem,13019211,,,STAT4,protein,,,uniprot,Q14765,,,positive,,,,,,,,,,,PMC6861185
IFN,protein,,,uaz,UAZ00085,,,STAT4,protein,,,uniprot,Q14765,,,positive,,,,,,,,,,,PMC6861185
transcription,bioprocess,,,go,GO:0006351,,,VEGFA,protein,,,uniprot,P15692,,,negative,,,,,,,,,,,PMC6861185
TBET,protein,,,uniprot,Q9UL17,,,VEGFA,protein,,,uniprot,P15692,,,negative,,,,,,,,,,,PMC6861185
EOMES,protein,,,uniprot,O95936,,,VEGFA,protein,,,uniprot,P15692,,,negative,,,,,,,,,,,PMC6861185
ID2,protein,,,uniprot,Q02363,,,VEGFA,protein,,,uniprot,P15692,,,negative,,,,,,,,,,,PMC6861185
transcription,bioprocess,,,go,GO:0006351,,,STAT5,family,,,be,STAT5,,,positive,,,,,,,,,,,PMC6861185
STAT6,protein,,,uniprot,P42226,,,IL4,protein,,,uniprot,P05112,,,positive,,,,,,,,,,,PMC6861185
STAT6,protein,,,uniprot,P42226,,,IL13,protein,,,uniprot,P35225,,,positive,,,,,,,,,,,PMC6861185
IFN,protein,,,uaz,UAZ00085,,,IL4,protein,,,uniprot,P05112,,,positive,,,,,,,,,,,PMC6861185
IFN,protein,,,uaz,UAZ00085,,,IL4,protein,,,uniprot,P05112,,,positive,,,,,,,,,,,PMC6861185
antiIFN_mAb,protein,,,uaz,UAZ08072,,,IL5,protein,,,uniprot,P05113,,,positive,,,,,,,,,,,PMC6861185
JAK,protein,,,uaz,UA-BP-GGP-00072,,,SOCS6,protein,,,uniprot,O14512,,,negative,,,,,,,,,,,PMC6861185
STAT3,protein,,,uniprot,P40763,,,SOCS6,protein,,,uniprot,O14512,,,negative,,,,,,,,,,,PMC6861185
CIS,protein,,,uniprot,Q9NSE2,,,IL15,protein,,,uniprot,P40933,,,positive,,,,,,,,,,,PMC6861185
CIS,protein,,,uniprot,Q9NSE2,,,IL2,protein,,,uniprot,P60568,,,positive,,,,,,,,,,,PMC6861185
IL12,family,,,be,IL12,,,SOCS1,protein,,,uniprot,O15524,,,negative,,,,,,,,,,,PMC6861185
IFNs,protein,,,uaz,UAZ03976,,,SOCS1,protein,,,uniprot,O15524,,,negative,,,,,,,,,,,PMC6861185
antigen,protein,,,uaz,UA-BP-GGP-00007,,,SOCS1,protein,,,uniprot,O15524,,,negative,,,,,,,,,,,PMC6861185
immunity,bioprocess,,,go,GO:0006955,,,SOCS1,protein,,,uniprot,O15524,,,negative,,,,,,,,,,,PMC6861185
STAT5,family,,,be,STAT5,,,SOCS2,protein,,,uniprot,O14508,,,positive,,,,,,,,,,,PMC6861185
IFN,protein,,,uaz,UAZ00085,,,Socs2deficiency,protein,,,uaz,UAZ08081,,,positive,,,,,,,,,,,PMC6861185
gp130,protein,,,uniprot,P40189,,,SOCS3,protein,,,uniprot,O14543,,,negative,,,,,,,,,,,PMC6861185
IL27,protein,,,uniprot,Q8NEV9,,,SOCS3,protein,,,uniprot,O14543,,,negative,,,,,,,,,,,PMC6861185
OSM,protein,,,uniprot,P13725,,,SOCS3,protein,,,uniprot,O14543,,,negative,,,,,,,,,,,PMC6861185
JAK,protein,,,uaz,UA-BP-GGP-00072,,,SOCS3,protein,,,uniprot,O14543,,,negative,,,,,,,,,,,PMC6861185
STAT3,protein,,,uniprot,P40763,,,SOCS3,protein,,,uniprot,O14543,,,negative,,,,,,,,,,,PMC6861185
LIF,protein,,,uniprot,P15018,,,SOCS3,protein,,,uniprot,O14543,,,negative,,,,,,,,,,,PMC6861185
ubiquitin,protein,,,uniprot,P0CG47,,,SOCS3,protein,,,uniprot,O14543,,,negative,,,,,,,,,,,PMC6861185
IL6,protein,,,uniprot,P05231,,,SOCS3,protein,,,uniprot,O14543,,,negative,,,,,,,,,,,PMC6861185
gp130_receptor,protein,,,uaz,UAZ08056,,,SOCS3,protein,,,uniprot,O14543,,,negative,,,,,,,,,,,PMC6861185
IL11,protein,,,uniprot,P20809,,,SOCS3,protein,,,uniprot,O14543,,,negative,,,,,,,,,,,PMC6861185
STAT4,protein,,,uniprot,Q14765,,,SOCS3,protein,,,uniprot,O14543,,,negative,,,,,,,,,,,PMC6861185
proliferation,bioprocess,,,go,GO:0008283,,,CRISPR,protein,,,uaz,UAZ00924,,,negative,,,,,,,,,,,PMC6861185
proliferation,bioprocess,,,go,GO:0008283,,,Cas9,protein,,,uniprot,J3F2B0,,,negative,,,,,,,,,,,PMC6861185
SOCS3,protein,,,uniprot,O14543,,,Cas9,protein,,,uniprot,J3F2B0,,,negative,,,,,,,,,,,PMC6861185
SOCS3,protein,,,uniprot,O14543,,,CRISPR,protein,,,uaz,UAZ00924,,,negative,,,,,,,,,,,PMC6861185
proliferation,bioprocess,,,go,GO:0008283,,,SOCS3,protein,,,uniprot,O14543,,,negative,,,,,,,,,,,PMC6861185
CD56,protein,,,uaz,UAZ03730,,,Ruxolitinib,simple-chemical,,,pubchem,25126798,,,negative,,,,,,,,,,,PMC6861185
EGFR,protein,,,uniprot,P00533,,,cetuximab,protein,,,uaz,UAZ00056,,,negative,,,,,,,,,,,PMC3937194
SH2,family,,,pfam,PF00017,,,STAT,protein,,,uniprot,P35610,,,positive,,,,,,,,,,,PMC6895964
IL22,protein,,,uniprot,Q9GZX6,,,STAT3,protein,,,uniprot,P40763,,,positive,,,,,,,,,,,PMC6895964
IL17,protein,,,uniprot,Q16552,,,STAT3,protein,,,uniprot,P40763,,,positive,,,,,,,,,,,PMC6895964
STAT3,protein,,,uniprot,P40763,,,SOCS3,protein,,,uniprot,O14543,,,negative,,,,,,,,,,,PMC6895964
STAT5B,protein,,,uniprot,P51692,,,FLT3,protein,,,uniprot,P36888,,,positive,,,,,,,,,,,PMC6895964
ERK,family,,,be,ERK,,,EGFR,protein,,,uniprot,P00533,,,positive,,,,,,,,,,,PMC2853906
Raf,family,,,be,RAF,,,EGFR,protein,,,uniprot,P00533,,,positive,,,,,,,,,,,PMC2853906
AKT,family,,,be,AKT,,,EGFR,protein,,,uniprot,P00533,,,positive,,,,,,,,,,,PMC2853906
PI3K,protein,,,be,PI3K,,,EGFR,protein,,,uniprot,P00533,,,positive,,,,,,,,,,,PMC2853906
ERK,family,,,be,ERK,,,AKT,family,,,be,AKT,,,positive,,,,,,,,,,,PMC2853906
Raf,family,,,be,RAF,,,AKT,family,,,be,AKT,,,positive,,,,,,,,,,,PMC2853906
PI3K,protein,,,be,PI3K,,,ERK,family,,,be,ERK,,,negative,,,,,,,,,,,PMC2853906
cell_cycle,bioprocess,,,go,GO:0007049,,,retinoblastoma_protein,family,,,interpro,IPR028309,,,positive,,,,,,,,,,,PMC2853906
apoptosis,bioprocess,,,go,GO:0006915,,,DNA_damage,bioprocess,,,mesh,D004249,,,positive,,,,,,,,,,,PMC3473366
apoptosis,bioprocess,,,go,GO:0006915,,,DNA_damage,bioprocess,,,mesh,D004249,,,positive,,,,,,,,,,,PMC3473366
cell_cycle,bioprocess,,,go,GO:0007049,,,DDR,family,,,pfam,PF08841,,,positive,,,,,,,,,,,PMC3473366
apoptosis,bioprocess,,,go,GO:0006915,,,p53,protein,,,uniprot,P04637,,,positive,,,,,,,,,,,PMC3473366
cell_cycle,bioprocess,,,go,GO:0007049,,,p53,protein,,,uniprot,P04637,,,positive,,,,,,,,,,,PMC3473366
p53,protein,,,uniprot,P04637,,,phosphatase,family,,,pfam,PF15698,,,positive,,,,,,,,,,,PMC3473366
DNA_damage,bioprocess,,,mesh,D004249,,,apoptosis,bioprocess,,,go,GO:0006915,,,positive,,,,,,,,,,,PMC3473366
apoptosis,bioprocess,,,go,GO:0006915,,,proliferation,bioprocess,,,go,GO:0008283,,,positive,,,,,,,,,,,PMC3473366
apoptosis,bioprocess,,,go,GO:0006915,,,transcription,bioprocess,,,go,GO:0006351,,,negative,,,,,,,,,,,PMC3473366
apoptosis,bioprocess,,,go,GO:0006915,,,cell_cycle,bioprocess,,,go,GO:0007049,,,negative,,,,,,,,,,,PMC3473366
cell_cycle,bioprocess,,,go,GO:0007049,,,ATM,protein,,,uniprot,Q13315,,,negative,,,,,,,,,,,PMC3473366
cell_cycle,bioprocess,,,go,GO:0007049,,,Chk1,protein,,,uniprot,O14757,,,negative,,,,,,,,,,,PMC3473366
TOPI,protein,,,uniprot,P39814,,,Chk1,protein,,,uniprot,O14757,,,positive,,,,,,,,,,,PMC3473366
cell_cycle,bioprocess,,,go,GO:0007049,,,p53,protein,,,uniprot,P04637,,,positive,,,,,,,,,,,PMC3473366
cell_cycle,bioprocess,,,go,GO:0007049,,,Chk2,protein,,,uniprot,O96017,,,negative,,,,,,,,,,,PMC3473366
cell_death,bioprocess,,,go,GO:0008219,,,Chk2,protein,,,uniprot,O96017,,,positive,,,,,,,,,,,PMC3473366
p21,protein,,,uniprot,P38936,,,cell_cycle,bioprocess,,,go,GO:0007049,,,positive,,,,,,,,,,,PMC3473366
cell_cycle,bioprocess,,,go,GO:0007049,,,Cdc25C,protein,,,uniprot,P30307,,,positive,,,,,,,,,,,PMC3473366
cell_survival,bioprocess,,,mesh,D002470,,,doxorubicin,simple-chemical,,,pubchem,40469134,,,positive,,,,,,,,,,,PMC3473366
cell_cycle,bioprocess,,,go,GO:0007049,,,TOPI_inhibitors,simple-chemical,,,uaz,UAZ09615,,,negative,,,,,,,,,,,PMC3473366
cell_death,bioprocess,,,go,GO:0008219,,,Chk2,protein,,,uniprot,O96017,,,negative,,,,,,,,,,,PMC3473366
Chk2,protein,,,uniprot,O96017,,,Wip1,protein,,,uniprot,O15297,,,negative,,,,,,,,,,,PMC3473366
Chk2,protein,,,uniprot,O96017,,,Wip1,protein,,,uniprot,O15297,,,negative,,,,,,,,,,,PMC3473366
Chk2,protein,,,uniprot,O96017,,,ATM,protein,,,uniprot,Q13315,,,negative,,,,,,,,,,,PMC3473366
Chk2,protein,,,uniprot,O96017,,,ATM,protein,,,uniprot,Q13315,,,positive,,,,,,,,,,,PMC3473366
NFKB,protein,,,uaz,UAZ02852,,,IKK,family,,,be,IKK_family,,,positive,,,,,,,,,,,PMC3473366
NFKB,protein,,,uaz,UAZ02852,,,IKK_complex,protein,,,be,IKK_complex,,,positive,,,,,,,,,,,PMC3473366
cell_cycle,bioprocess,,,go,GO:0007049,,,ATR,protein,,,uniprot,P20848,,,positive,,,,,,,,,,,PMC3473366
proliferation,bioprocess,,,go,GO:0008283,,,ATR,protein,,,uniprot,P20848,,,positive,,,,,,,,,,,PMC3473366
cell_cycle,bioprocess,,,go,GO:0007049,,,Chk1,protein,,,uniprot,O14757,,,positive,,,,,,,,,,,PMC3473366
proliferation,bioprocess,,,go,GO:0008283,,,Chk1,protein,,,uniprot,O14757,,,positive,,,,,,,,,,,PMC3473366
apoptosis,bioprocess,,,go,GO:0006915,,,p53,protein,,,uniprot,P04637,,,positive,,,,,,,,,,,PMC3473366
cell_death,bioprocess,,,go,GO:0008219,,,genomic_instability,bioprocess,,,mesh,D042822,,,positive,,,,,,,,,,,PMC3473366
